,id,response,cand,question,knowledge,knowledge_ans,score
269,262,apprentice: i've heard that the third season of the walking dead has attracted the most,NO_Q,NO_Q,"Beginning with its third season, ""The Walking Dead"" has attracted the most 18- to 49-year-old viewers of any cable or broadcast television series.",NO_Q,-1.0
270,263,"wizard: yes, i have skied before.",NO_Q,NO_Q,"Skiing can be a means of transport, a recreational activity or a competitive winter sport in which the participant uses skis to glide on snow.",NO_Q,-1.0
271,264,"wizard: well, he was the founder of the mongol empire. do you know much",NO_Q,NO_Q,"By the end of his life, the Mongol Empire occupied a substantial portion of Central Asia and China.",NO_Q,-1.0
272,265,"wizard: yes, green is one of my favorite colors. specifically forest green. wizard:",NO_Q,NO_Q,"In the Middle Ages and Renaissance, green was the color commonly associated with merchants, bankers and the gentry, while red was reserved for the nobility.",NO_Q,-1.0
273,266,wizard: i think it's amazing how humans domesticated and bred dogs down to,NO_Q,NO_Q,"Wolf hunting is the practice of hunting gray wolves ""(Canis lupus)"" or other species of wolves.",NO_Q,-1.0
274,267,"apprentice: i love it, especially in the winter.",NO_Q,NO_Q,"It comes from the Old Norse word ""skíð"" which means ""split piece of wood or firewood"".",NO_Q,-1.0
275,268,"wizard: no, you have to hit them one by one.",NO_Q,NO_Q,"While professional ten-pin bowling tournaments are held in numerous countries, the sport is commonly played as a hobby by millions of people around the world.",NO_Q,-1.0
276,269,"John grisham is a bestselling writer, attorney and politician. He's best known",John grisham,author,He practiced criminal law for about a decade and served in the House of Representatives in Mississippi from January 1984 to September 1990.,[CLS],0.0
277,270,wizard: i love to hunt for my own food! it is the practice of killing or trap,NO_Q,NO_Q,"However, excessive hunting has also heavily contributed to the endangerment, extirpation and extinction of many animals.",NO_Q,-1.0
278,271,wizard: it covers a variety of topics like food and travel experiences.,NO_Q,NO_Q,The emergence and growth of blogs in the late 1990s coincided with the advent of web publishing tools that facilitated the posting of content by non-technical users who did not have much experience with HTML or computer programming.,NO_Q,-1.0
279,272,the panama papers are 11.5 million leaked documents that contained financial and attorney–client information,NO_Q,NO_Q,"The documents, some dating back to the 1970s, were created by, and taken from, Panamanian law firm and corporate service provider Mossack Fonseca, and were leaked in 2015 by an anonymous source.",NO_Q,-1.0
280,273,Wizard: I love a good hotdog! It's a delicious sausage sandwich.,a delicious sausage sandwich,What is a hotdog?,"""Grilled Cheesus"" is the third episode of the second season of the American television series ""Glee"", and the twenty-fifth episode overall.",[CLS],0.0
281,274,apprentice: i'm an accountant at a local tax service. do you know much about,NO_Q,NO_Q,no_passages_used,NO_Q,-1.0
282,275,wizard: there are 11 players on the offense.,NO_Q,NO_Q,"During a play, each team should have no more than 11 players on the field, and each of them has specific tasks assigned for that specific play.",NO_Q,-1.0
283,276,"wizard: yes, it is.",NO_Q,NO_Q,Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage.,NO_Q,-1.0
284,277,"wizard: he was the great founder of the mongol empire, one of the largest empire in",NO_Q,NO_Q,Before Genghis Khan died he assigned Ögedei Khan as his successor.,NO_Q,-1.0
285,278,Wizard: Elvis Presley is a great singer. Apprentice: I agree. I haven,Wizard,Elvis Presley is a great singer.,no_passages_used,[CLS],0.0
286,279,"apprentice: i'm not a huge sports fan, but i will watch the super bowl",NO_Q,NO_Q,"On 20 July 1969, an estimated 530 million people watched the live global broadcast of the first ever humans walk on the surface of the moon (this constituted around 14% of total population of the world at the time), despite the fact that the first moonwalk took place in the middle of the night in Europe (at 02:56 in Ireland, Portugal and the United Kingdom and 03:56 in France, Germany, Italy, the Netherlands and Spain) and it was not broadcast in the Eastern Bloc except Socialist Republic of Romania and Polish People's Republic.",NO_Q,-1.0
287,280,"wizard: yes, it started in the us.",NO_Q,NO_Q,"College football is American football played by teams of student athletes fielded by American universities, colleges, and military academies, or Canadian football played by teams of student athletes fielded by Canadian universities.",NO_Q,-1.0
288,281,harry potter and the philosopher's stone was released on 26 june 1997.,NO_Q,NO_Q,"Since the release of the first novel, ""Harry Potter and the Philosopher's Stone"", on 26 June 1997, the books have found immense popularity, critical acclaim, and commercial success worldwide.",NO_Q,-1.0
289,282,"wizard: no, i don't know. i'm not suffering from any mental illness",NO_Q,NO_Q,"The ""wanting behavior"" associated with a rewarding stimulus can be increased by microinjections of dopamine and dopaminergic drugs in the dorsorostral nucleus accumbens and posterior ventral palladium.",NO_Q,-1.0
290,283,apprentice: i like blue because it is the color of the sky.,NO_Q,NO_Q,"Several minerals have a green color, including the emerald, which is colored green by its chromium content.",NO_Q,-1.0
291,284,"Apprentice: Oh, I meant American football.",American football,Football,no_passages_used,[CLS],0.0
292,285,apprentice: i think i like green.,NO_Q,NO_Q,Pink is a pale red color that is named after a flower of the same name.,NO_Q,-1.0
293,286,"Wizard: Yes, I've heard that Ireland is an island in the North Atlantic.",the North Atlantic,Ireland is an island,"The island has lush vegetation, a product of its mild but changeable climate which is free of extremes in temperature.",,0.0
294,287,"apprentice: i've been cheering for the last 5 years, the stunts are my",NO_Q,NO_Q,"Cheer Athletics, located in Plano, TX (near Dallas, TX), Austin, TX, Frisco, TX and Charlotte, NC and Columbus, OH is one of the largest all-star cheerleading program in the United States, with over thousands of athletes competing on 80+ teams.",NO_Q,-1.0
295,288,apprentice: i love hot dogs. they are best for a picnic.,NO_Q,NO_Q,Hot dog variants include the corn dog and pig in a blanket.,NO_Q,-1.0
296,289,apprentice: i like green.,NO_Q,NO_Q,"Green is common in nature, especially in plants.",NO_Q,-1.0
297,290,wizard: i am a professor of japanese at a university in tokyo.,NO_Q,NO_Q,"According to 2000 federal census data, it served a resident population of 5,759.",NO_Q,-1.0
298,291,apprentice: i like bowling too. i play in a recreational league with my friends.,NO_Q,NO_Q,The objective is to score the highest pinfall by knocking down as many pins as possible.,NO_Q,-1.0
299,292,"wizard: yes, but not in hollywood. i need to be part in d",NO_Q,NO_Q,"Yes are an English rock band formed in London in 1968 by singer Jon Anderson, bassist Chris Squire, guitarist Peter Banks, keyboardist Tony Kaye, and drummer Bill Bruford.",NO_Q,-1.0
300,293,Apprentice: My boyfriend broke up with me for like the tenth time. Wizard: He,My boyfriend,He broke up with me for like the tenth time.,no_passages_used,[CLS],0.0
301,294,"elvis presley was a pioneer of rockabilly, an uptempo, backbeat-",NO_Q,NO_Q,"Accompanied by guitarist Scotty Moore and bassist Bill Black, Presley was a pioneer of rockabilly, an uptempo, backbeat-driven fusion of country music and rhythm and blues.",NO_Q,-1.0
302,295,apprentice: i'm going to try to focus on my work.,NO_Q,NO_Q,"Motivation theories can be classified on a number of bases:  Motivation as a desire to perform an action is usually defined as having two parts, directional such as directed towards a positive stimulus or away from a negative one, as well as the activated ""seeking phase"" and consummatory ""liking phase"".",NO_Q,-1.0
303,296,"wizard: what is your favorite color? apprentice: i have a wide variety of colors,",NO_Q,NO_Q,"In the Middle Ages and Renaissance, green was the color commonly associated with merchants, bankers and the gentry, while red was reserved for the nobility.",NO_Q,-1.0
304,297,The color green is the only one that changes back and forth to love and hate. What',The color green,color,"For this reason, the costume of the ""Mona Lisa"" by Leonardo da Vinci and the benches in the British House of Commons are green while those in the House of Lords are red.",green while those in the house of lords are red.,0.2
305,298,"Andy's favorite toy is a 1950s old traditional pull string cowboy doll,",a 1950s old traditional pull string cowboy doll,toy,"Voiced by:  Sheriff Woody Pride is a 1950s old traditional pull string cowboy doll, and Andy's favorite toy.",sheriff woody pride,0.0
306,299,ten-pin,NO_Q,NO_Q,In regions of the United Kingdom and Ireland the game remains a popular indoor place game.,NO_Q,-1.0
307,300,"Thierry Henry is a retired French professional footballer. He played for Monaco, Juventus,",Thierry Henry,former footballer,"Under long-time mentor and coach Arsène Wenger, Henry became a prolific striker and Arsenal's all-time leading scorer with 228 goals in all competitions.",henry,0.6666666666666666
308,300,"Thierry Henry is a retired French professional footballer. He played for Monaco, Juventus,",Juventus,Serie A club,"Under long-time mentor and coach Arsène Wenger, Henry became a prolific striker and Arsenal's all-time leading scorer with 228 goals in all competitions.",[CLS],0.0
309,301,apprentice: i love skiing. i've never heard of it.,NO_Q,NO_Q,"The word ""ski"" is one of a handful of words Norway has exported to the international community.",NO_Q,-1.0
310,302,"wizard: yes, i do. i like green pretty well. it's the color of",NO_Q,NO_Q,Many plants are green mainly because of a complex chemical known as chlorophyll which is involved in photosynthesis.,NO_Q,-1.0
311,303,Wizard: The defense takes the ball and tries to stop it.,it,defense takes the ball and tries to stop,"American football, referred to as football in the United States and Canada, and also known as gridiron football or simply gridiron, is a team sport played by two teams of eleven players on a rectangular field with goalposts at each end.",[CLS],0.0
312,304,"apprentice: i've never been to any national parks in the us, unfortunately. wizard:",NO_Q,NO_Q,no_passages_used,NO_Q,-1.0
313,305,Apprentice: PC Nation man. But I grew up playing PlayStation and Nintendo.,PC Nation man,What is the profession of the Apprentice?,"Originally released in March 2006 for the PlayStation 2, Xbox and Microsoft Windows, it was later released for the PlayStation Portable as The Godfather: Mob Wars, Xbox 360 as The Godfather: The Game, Wii as The Godfather: Blackhand Edition, and PlayStation 3 as The Godfather: The Don's Edition.",[CLS],0.0
314,306,apprentice: i've worked in the legal industry doing that.,NO_Q,NO_Q,"Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.",NO_Q,-1.0
315,307,wizard: i'm a fan of jim carey and his work. he has ,NO_Q,NO_Q,"From the mid-17th century to the 19th century, the uniform of most British soldiers (apart from artillery, rifles and light cavalry) included a madder red coat or coatee.",NO_Q,-1.0
316,308,"apprentice: i like to do online shopping. wizard: yes, it is very convenient.",NO_Q,NO_Q,no_passages_used,NO_Q,-1.0
317,309,apprentice: i've heard of them. they're a hip hop duo composed,NO_Q,NO_Q,The duo has earned two platinum and five gold albums.,NO_Q,-1.0
318,310,"Elvis Presley was born in Tupelo, Mississippi, on January 8, 1935. He moved","January 8, 1935",January 8,"Presley's first RCA single, ""Heartbreak Hotel"", was released in January 1956 and became a number one hit in the United States.",[CLS],0.0
319,311,apprentice: i'm going to watch the movie.,NO_Q,NO_Q,"The main story arc concerns Harry's struggle against Lord Voldemort, a dark wizard who intends to become immortal, overthrow the wizard governing body known as the Ministry of Magic, and subjugate all wizards and muggles, a reference term that means non-magical people.",NO_Q,-1.0
320,312,apprentice: i drink protein powder with nothing but water. wizard: i know athletes were told to,NO_Q,NO_Q,A number of herbal concoctions and tonics have been used by strong men and athletes since ancient times across cultures to try to increase their strength and stamina.,NO_Q,-1.0
321,313,"Kurt Cobain was found dead at his home in Seattle on April 8, 1994. The","April 8, 1994",date of death of Kurt Cobain,"On April 8, 1994, Cobain was found dead at his home in Seattle; the death was ruled a suicide by a self-inflicted shotgun wound to the head.","april 8, 1994",1.0
322,314,"the emotional ""pain"" of a broken heart is believed to be part of the survival",NO_Q,NO_Q,"The emotional ""pain"" of a broken heart is believed to be part of the survival instinct.",NO_Q,-1.0
323,315,kurt cobain formed the band nirvana with krist novose,NO_Q,NO_Q,"Born in Aberdeen, Washington, Cobain formed the band Nirvana with Krist Novoselic and Aaron Burckhard in 1987 and established it as part of the Seattle music scene which later became known as grunge.",NO_Q,-1.0
324,316,"wizard: yes, there are competitions where different teams cheer.",NO_Q,NO_Q,"Cheerleading originated in the United States, and remains predominantly in America, with an estimated 1.5 million participants in all-star cheerleading.",NO_Q,-1.0
325,317,apprentice: i love riding my bike in the mountains near my house.,NO_Q,NO_Q,"Mountain biking in British Columbia is a popular sport as well as a thriving manufacturing, service/retail and tourism industry.",NO_Q,-1.0
326,318,wizard: i usually use the checkout line at walmart or target. but consuers find ,NO_Q,NO_Q,"When an online store is set up to enable businesses to buy from another businesses, the process is called business-to-business (B2B) online shopping.",NO_Q,-1.0
327,319,wizard: i've heard of it but i haven't watched it.,NO_Q,NO_Q,Weird Tales is an American fantasy and horror fiction pulp magazine founded by J. C. Henneberger and J. M. Lansinger in March 1923.,NO_Q,-1.0
328,320,skiing has a history of almost five millennia.,NO_Q,NO_Q,Skiing has a history of almost five millennia.,NO_Q,-1.0
329,321,"Apprentice: Yes, I work in the field of accounting.",Apprentice,Apprentice is working in the field of accounting.,"In the United States, a tax is imposed on income by the federal government, most state governments, and many local governments.",[CLS],0.0
330,322,apprentice: i started learning japanese a couple of years ago. wizard: there does not seem,NO_Q,NO_Q,"Japanese is an agglutinative, mora-timed language with simple phonotactics, a pure vowel system, phonemic vowel and consonant length, and a lexically significant pitch-accent.",NO_Q,-1.0
331,323,"Apprentice: I don't like Harry Potter, it glorifies witch craft.",witch craft,Witchcraft,"The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School of Witchcraft and Wizardry.",hogwarts school of witchcraft and wizardry,0.0
332,324,wizard: they are made from wool.,NO_Q,NO_Q,A cardigan is a type of knitted garment (sweater) that has an open front.,NO_Q,-1.0
333,325,harry potter and the prisoner of azkaban,NO_Q,NO_Q,"Harry Potter and the Prisoner of Azkaban is a fantasy novel written by British author J. K. Rowling and the third novel in the ""Harry Potter"" series.",NO_Q,-1.0
334,326,"Instagram is a mobile, desktop, and Internet-based photo-sharing application and service that",Instagram,social network,"Instagram is a mobile, desktop, and Internet-based photo-sharing application and service that allows users to share pictures and videos either publicly, or privately to pre-approved followers.",instagram,1.0
335,327,wizard: it started in the 16th century.,NO_Q,NO_Q,no_passages_used,NO_Q,-1.0
336,328,"wizard: yes, i am. i am a botanist.",NO_Q,NO_Q,A botanist or plant scientist is a scientist who specialises in this field.,NO_Q,-1.0
337,329,"wizard: its the practice of killing or trapping animals, or pursuing or tracking them",NO_Q,NO_Q,"Lawful hunting is distinguished from poaching, which is the illegal killing, trapping or capture of the hunted species.",NO_Q,-1.0
338,330,"apprentice: i love shopping online. i can find it cheaper on amazon too, especially with prime",NO_Q,NO_Q,"Black Friday is an informal name for the day following Thanksgiving Day in the United States, the fourth Thursday of November, which has been regarded as the beginning of the country's Christmas shopping season since 1952.",NO_Q,-1.0
339,331,Rick awakens from a coma to find a world overrun by zombie,zombie,The Walking Dead,The storyline of the game dictates that players begin as Humans and try to survive a Zombie invasion.,[CLS],0.0
340,332,elvis presley is a great singer.,NO_Q,NO_Q,no_passages_used,NO_Q,-1.0
341,333,cheerleading began during the late 18th century with the rebellion of male students.,NO_Q,NO_Q,Cheerleading began during the late 18th century with the rebellion of male students.,NO_Q,-1.0
342,334,"the discovery channel is the third most widely distributed cable channel in the united states, behind tbs",NO_Q,NO_Q,", Discovery Channel is the third most widely distributed cable channel in the United States, behind TBS and The Weather Channel; it is available in 409 million households worldwide, through its U.S. flagship channel and its various owned or licensed television channels internationally.",NO_Q,-1.0
343,335,the bow and arrow seems to have been invented in the later paleolithic or,NO_Q,NO_Q,The bow and arrow seems to have been invented in the later Paleolithic or early Mesolithic periods.,NO_Q,-1.0
344,336,wizard: i shop online for clothes quite often. it allows me to directly buy goods from ,NO_Q,NO_Q,"As of 2016, customers can shop online using a range of different computers and devices, including desktop computers, laptops, tablet computers and smartphones.",NO_Q,-1.0
345,337,"Dylan Lauren, daughter of fashion designer Ralph Lauren.",Ralph Lauren,daughter of fashion designer,"It is owned by Dylan Lauren, daughter of fashion designer Ralph Lauren.",ralph lauren,1.0
346,338,Wizard is listening to Guns & Roses. Apprentice likes it very much.,Guns & Roses,Apprentice likes it very much.,"Guns N' Roses' debut album, ""Appetite for Destruction"" (1987), reached number one on the ""Billboard"" 200 a year after its release, on the strength of ""Sweet Child o' Mine"", the band's only single to reach number one on the ""Billboard"" Hot 100.",[CLS],0.0
347,338,Wizard is listening to Guns & Roses. Apprentice likes it very much.,Wizard,The Wizard is listening to Guns & Roses.,"Guns N' Roses' debut album, ""Appetite for Destruction"" (1987), reached number one on the ""Billboard"" 200 a year after its release, on the strength of ""Sweet Child o' Mine"", the band's only single to reach number one on the ""Billboard"" Hot 100.",[CLS],0.0
348,339,american football,NO_Q,NO_Q,"The NFL on CBS is the branding used for broadcasts of National Football League (NFL) games that are produced by CBS Sports, the sports division of the CBS television network in the United States.",NO_Q,-1.0
349,340,kurt cobain shot himself with a shotgun.,NO_Q,NO_Q,"Love has drawn public attention for her uninhibited live performances and confrontational lyrics, as well as her highly publicized personal life following her marriage to Kurt Cobain.",NO_Q,-1.0
350,341,instagram is owned by facebook.,NO_Q,NO_Q,"Users can apply various digital filters to their images, and add locations through geotags.",NO_Q,-1.0
351,342,"discovery channel (known as the discovery channel from 1985 to 1995, and often referred to as",NO_Q,NO_Q,"Discovery Channel (known as The Discovery Channel from 1985 to 1995, and often referred to as simply Discovery) is an American basic cable and satellite television channel (which is also delivered via IPTV, terrestrial television and internet television in other parts of the world) that is the flagship television property of Discovery Communications, a publicly traded company run by CEO David Zaslav.",NO_Q,-1.0
352,343,"wizard: yes, i find it very interesting.",NO_Q,NO_Q,"The first match of American football was played on November 6, 1869, between two college teams, Rutgers and Princeton, under rules based on the association football rules of the time.",NO_Q,-1.0
353,344,Wizard: The Dallas Cowboys Cheerleaders are widely regarded as one of the,the,Dallas Cowboys Cheerleaders,The Dallas Cowboys Cheerleaders are widely regarded as one of the best cheerleading squads in the NFL.,the dallas cowboys cheerleaders are widely regarded as one of the best cheerleading squads in the nfl,0.0
354,345,Apprentice: I have been a gymnast for 15 years. Wizard: Wow! That',15 years,How long has the apprentice been a gymnast?,"Alertness, precision, daring, self-confidence and self-discipline are mental traits that can also be developed through gymnastics.",[CLS],0.0
355,346,apprentice: i don't like having a broken heart. wizard: who does?!?!,NO_Q,NO_Q,no_passages_used,NO_Q,-1.0
356,347,"gnr's ""use your illusion i"" and ""use",NO_Q,NO_Q,"The twin albums ""Use Your Illusion I"" and ""Use Your Illusion II"" (1991) debuted at number two and number one on the ""Billboard"" 200 respectively and have sold a combined 35 million copies worldwide, including 14 million units in the United States.",NO_Q,-1.0
357,348,apprentice: i've always been interested in neurosurgery. the brain is so important,NO_Q,NO_Q,"Most, but not all, residency programs have some component of basic science or clinical research.",NO_Q,-1.0
358,349,"wizard: yes, i heard of their illusion tour.",NO_Q,NO_Q,"Guns N' Roses has released six studio albums, accumulating sales of more than 100 million records worldwide, including 45 million in the United States, making them the 41st best-selling artist of all time.",NO_Q,-1.0
359,350,wizard: i like that people have not tried on the clothes before you buy them.,NO_Q,NO_Q,Google Chrome is a freeware web browser developed by Google.,NO_Q,-1.0
360,351,harry potter is a fictional character in the harry potter series of books.,NO_Q,NO_Q,"The main story arc concerns Harry's struggle against Lord Voldemort, a dark wizard who intends to become immortal, overthrow the wizard governing body known as the Ministry of Magic, and subjugate all wizards and muggles, a reference term that means non-magical people.",NO_Q,-1.0
361,352,Dylan's Candy Bar is a chain of boutique candy shops and candy. Lauren was,Dylan's Candy Bar,a candy bar,"Lauren was inspired to create the store, which is asserted to be the ""largest unique candy store in the world"", by the Roald Dahl story of ""Willy Wonka & the Chocolate Factory"".",[CLS],0.0
362,352,Dylan's Candy Bar is a chain of boutique candy shops and candy. Lauren was,Lauren,a bartender at Dylan's Candy Bar,"Lauren was inspired to create the store, which is asserted to be the ""largest unique candy store in the world"", by the Roald Dahl story of ""Willy Wonka & the Chocolate Factory"".",[CLS],0.0
363,353,apprentice: i'm not really getting my swell on so much as enjoying the nice,NO_Q,NO_Q,They are the principal means of transportation in many parts of the world.,NO_Q,-1.0
364,354,"wizard: nirvana's ""nevermind"" is one of my favorite songs",NO_Q,NO_Q,"It is the opening track and lead single from the band's second album, ""Nevermind"" (1991), released on DGC Records.",NO_Q,-1.0
365,355,the highest military rank is field marshal.,NO_Q,NO_Q,"The military rank system incorporates the principles of exercising power and authority, and the military chain of command – the succession of commanders superior to subordinates through which command is exercised – constructs an important component for organized collective action.",NO_Q,-1.0
366,356,"wizard: yes, but you can make a lot of different colors from just the basic colors",NO_Q,NO_Q,no_passages_used,NO_Q,-1.0
367,357,apprentice: i love hotdogs. i like them with bbq sauce.,NO_Q,NO_Q,"This type of sausage was culturally imported from Germany and popularized in the United States, where it became a working-class street food sold at hot dog stands and carts.",NO_Q,-1.0
368,358,wizard: i've never played bowling. i used to play in a junior league,NO_Q,NO_Q,no_passages_used,NO_Q,-1.0
369,359,"wizard: yes, they had a child together.",NO_Q,NO_Q,"Grunge (sometimes referred to as the Seattle sound) is a subgenre of alternative rock and a subculture that emerged during the in the Pacific Northwest U.S. state of Washington, particularly in Seattle and nearby towns.",NO_Q,-1.0
370,360,apprentice: i'm studying accounting in school.,NO_Q,NO_Q,"Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.",NO_Q,-1.0
371,361,apprentice: i'm interested in accounting. what's it about? wizard: y,NO_Q,NO_Q,"Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.",NO_Q,-1.0
372,362,"apprentice: i'm sorry, but i'm not sure what you mean.",NO_Q,NO_Q,This is called outsourcing.,NO_Q,-1.0
373,363,wizard: i love to hunt and kill animals for food. it is a very big part,NO_Q,NO_Q,"It is also not considered hunting to pursue animals without intent to kill them, as in wildlife photography, birdwatching, or scientific research activities which involve tranquilizing or tagging of animals or birds.",NO_Q,-1.0
374,364,wizard: i like to paint. i've been painting for a long time.,NO_Q,NO_Q,"Portrait of an Army Doctor (in French Portrait d'un médecin militaire) is a 1914-15 painting by the French artist, theorist and writer Albert Gleizes.",NO_Q,-1.0
375,365,wizard: i like the dallas cowboys and the new york giants.,NO_Q,NO_Q,"Founded on January 30, 1960, they played their first regular-season game on September 11, 1960, as a charter member of the American Football League (AFL) which merged with the NFL in 1970.",NO_Q,-1.0
376,366,apprentice: i love to hunt but have not been in years. i love animals but my grand,NO_Q,NO_Q,"The male is called a ""buck"" and the female is a ""doe""; a young rabbit is a ""kitten"" or ""kit"".",NO_Q,-1.0
377,367,"wizard: no, i haven't.",NO_Q,NO_Q,"Blue cheese can be eaten by itself or can be spread, crumbled or melted into or over foods.",NO_Q,-1.0
378,368,apprentice: it means arrow.,NO_Q,NO_Q,"Archery is the sport, practice or skill of using a bow to propel arrows.",NO_Q,-1.0
379,369,"wizard: yes, i was in the olympics.",NO_Q,NO_Q,"Cross-country skiing is a form of skiing where skiers rely on their own locomotion to move across snow-covered terrain, rather than using ski lifts or other forms of assistance.",NO_Q,-1.0
380,370,apprentice's favourite color is green. wizard's favorite color is blue.,NO_Q,NO_Q,no_passages_used,NO_Q,-1.0
381,371,wizard: i'm not sure i want to live in one of those communities.,NO_Q,NO_Q,no_passages_used,NO_Q,-1.0
382,372,apprentice: i agree. i think that's one of the most important and best jobs someone,NO_Q,NO_Q,"Colombia ( ; ), officially the Republic of Colombia (), is a sovereign state largely situated in the northwest of South America, with territories in Central America.",NO_Q,-1.0
383,373,"Coco Chanel is credited with popularizing cardigans for women because ""she hated",Coco Chanel,fashion designer,"Coco Chanel is credited with popularizing cardigans for women because ""she hated how tight-necked men’s sweaters messed up her hair when she pulled them over her head.""",coco chanel,1.0
384,374,Earl Anthony was a famous bowler. The maximum score is 300 which is 12 strikes in,Earl Anthony,English bowler,"The term ""hambone"" has also been used to describe four consecutive strikes.",[CLS],0.0
385,375,"wizard: i like football, the one played by eleven players on a rectangular field with goal",NO_Q,NO_Q,"In sports, Rutgers is chiefly known for being the ""Birthplace of College Football"", hosting the first ever intercollegiate football game on November 6, 1869 in which Rutgers defeated a team from the College of New Jersey (now Princeton University) with a score of 6 runs to 4.",NO_Q,-1.0
386,376,"wizard: i like hunting down wildlife or feral animals for sport, food, recreation and to",NO_Q,NO_Q,"It is also not considered hunting to pursue animals without intent to kill them, as in wildlife photography, birdwatching, or scientific research activities which involve tranquilizing or tagging of animals or birds.",NO_Q,-1.0
387,377,wizard: i'm going to see a doctor.,NO_Q,NO_Q,"The concept is believed to be universal, with many cultures using the same words to describe both physical pain and the feelings associated with relationship loss.",NO_Q,-1.0
388,378,apprentice: i have a masters in math but i have never taken any accounting classes.,NO_Q,NO_Q,"Nurses may be differentiated from other health care providers by their approach to patient care, training, and scope of practice.",NO_Q,-1.0
389,379,"apprentice: i grew up listening to elvis and continued to listen when i became an adult,",NO_Q,NO_Q,"The Appalachian Mountains dominate the eastern part of the state, and the Mississippi River forms the state's western border.",NO_Q,-1.0
390,380,apprentice: i like pacific cod.,NO_Q,NO_Q,"Cod livers are processed to make cod liver oil, an important source of vitamin A, vitamin D, vitamin E, and omega-3 fatty acids (EPA and DHA).",NO_Q,-1.0
391,381,"apprentice: yes, i've heard of him.",NO_Q,NO_Q,no_passages_used,NO_Q,-1.0
392,382,apprentice has a problem getting motivated.,NO_Q,NO_Q,"Motivation is also one's direction to behavior, or what causes a person to want to repeat a behavior.",NO_Q,-1.0
393,383,"wizard: yes, he did.",NO_Q,NO_Q,"The terms ""accounting"" and ""financial reporting"" are often used as synonyms.",NO_Q,-1.0
394,384,apprentice: i'm going to try to get some l-carnitine for my long,NO_Q,NO_Q,A number of herbal concoctions and tonics have been used by strong men and athletes since ancient times across cultures to try to increase their strength and stamina.,NO_Q,-1.0
395,385,"Apprentice: Yes, I have been to a music festival.",Apprentice,Apprentice has been to a music festival.,"A music festival is a community event oriented towards live performances of singing and instrument playing that is often presented with a theme such as musical genre (e.g., blues, folk,  jazz, classical music), nationality, or locality of musicians, or holiday.",[CLS],0.0
396,386,"Elvis Presley's first RCA single, ""Heartbreak Hotel"", was released in",Heartbreak Hotel,Heartbreak Hotel,"Presley's first RCA single, ""Heartbreak Hotel"", was released in January 1956 and became a number one hit in the United States.","""heartbreak hotel"", was released in january 1956 and became a number one hit in the united states.",0.2666666666666667
397,387,The cardigan is a type of knitted garment.,The cardigan,knitted garment,"The cardigan was named after James Brudenell, 7th Earl of Cardigan, a British Army Major General who led the Charge of the Light Brigade at the Battle of Balaclava during the Crimean War.",,0.0
398,388,wizard: winter is the coldest season of the year in polar and temperate zones (,NO_Q,NO_Q,Winter is the coldest season of the year in polar and temperate zones (winter does not occur in the tropical zone).,NO_Q,-1.0
399,389,wizard: it took me about four years to get my cpa license.,NO_Q,NO_Q,This involves the preparation of financial statements available for public consumption.,NO_Q,-1.0
400,390,"apprentice: hi, i'm a professional bowler.",NO_Q,NO_Q,"The most common types of pin bowling include ten-pin, nine-pin, candlepin, duckpin and five-pin bowling, while in target bowling, bowls, skittles, kegel, bocce, carpet bowls, pétanque, and boules, both indoor and outdoor varieties are popular.",NO_Q,-1.0
401,391,"wizard: yes, i heard about a death in an auto race just a few days",NO_Q,NO_Q,Dirt track racing is the single most common form of auto racing in the United States.,NO_Q,-1.0
402,392,wizard: i like that it has the shortest days and the longest night. apprentice: oh,NO_Q,NO_Q,You Make It Feel Like Christmas is the fourth studio album by American singer-songwriter Gwen Stefani.,NO_Q,-1.0
403,393,wizard: bowling is one of the major forms of throwing sports. apprentice: i used to,NO_Q,NO_Q,It is one of the major forms of throwing sports.,NO_Q,-1.0
404,394,Wizard: I'm sure you've heard of bowling. It's a,bowling,sport,"A bowling alley (or bowling center) is a facility where the sport of bowling, often ten-pin bowling, takes place.",bowling,1.0
405,395,"apprentice: i used to love the walking dead, but it's been forever since i'",NO_Q,NO_Q,"""The Walking Dead"" premiered in the United States on October 31, 2010, exclusively shown on cable television channel AMC and internationally on Fox International Channels.",NO_Q,-1.0
406,396,"Nickelback was formed in Alberta, Canada in 1994.",1994,"Nickelback was formed in Alberta, Canada","The band is composed of guitarist and lead vocalist Chad Kroeger, guitarist, keyboardist and backing vocalist Ryan Peake, bassist Mike Kroeger, and drummer Daniel Adair.",[CLS],0.0
407,397,apprentice: i started to blog recently. mostly to review food. wizard: i love reading,NO_Q,NO_Q,"Until 2009, blogs were usually the work of a single individual, occasionally of a small group, and often covered a single subject or topic.",NO_Q,-1.0
408,398,J.K. Rowling is a British author.,J.K. Rowling,author,"The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School of Witchcraft and Wizardry.",[CLS],0.0
