,id,response,cand,question,knowledge,knowledge_ans,score
514,227,McFarlane joined writer David Michelinie on Marvel's The Amazing Spider-,Marvel,Who produced The Amazing Spider-?,It is one of the major forms of throwing sports.,[CLS],0.0
515,228,Bryzgalov played two seasons with Lada Togliatti before joining the,two seasons,How long did Bryzgalov stay with Lada Togliatti?,"There are now numerous different categories, each with different rules and regulations.",[CLS],0.0
516,228,Bryzgalov played two seasons with Lada Togliatti before joining the,Bryzgalov,Who played two seasons with Lada Togliatti?,"There are now numerous different categories, each with different rules and regulations.",[CLS],0.0
517,228,Bryzgalov played two seasons with Lada Togliatti before joining the,Lada Togliatti,Who did Bryzgalov play with for two seasons?,"There are now numerous different categories, each with different rules and regulations.",[CLS],0.0
518,228,Bryzgalov played two seasons with Lada Togliatti before joining the,the,What team did Bryzgalov join?,"There are now numerous different categories, each with different rules and regulations.",[CLS],0.0
519,229,The album was released on Paper Bag Records in October 2002 and won the Alternative Album of the Year,Paper Bag Records,What label was the album released on?,Online shopping malls are websites that enable a multi-vendor checkout system enabling retailers to sell in one portal and allow the consumer to check out with one single credit card transaction.,[CLS],0.0
520,229,The album was released on Paper Bag Records in October 2002 and won the Alternative Album of the Year,October 2002,When was the album released?,Online shopping malls are websites that enable a multi-vendor checkout system enabling retailers to sell in one portal and allow the consumer to check out with one single credit card transaction.,[CLS],0.0
521,229,The album was released on Paper Bag Records in October 2002 and won the Alternative Album of the Year,The album,What won the Alternative Album of the Year award?,Online shopping malls are websites that enable a multi-vendor checkout system enabling retailers to sell in one portal and allow the consumer to check out with one single credit card transaction.,[CLS],0.0
522,229,The album was released on Paper Bag Records in October 2002 and won the Alternative Album of the Year,October,What month was the album released?,Online shopping malls are websites that enable a multi-vendor checkout system enabling retailers to sell in one portal and allow the consumer to check out with one single credit card transaction.,[CLS],0.0
523,230,Carson described himself as a Conservative Democrat.,Carson,Who described himself as a Conservative Democrat?,"Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.",[CLS],0.0
524,230,Carson described himself as a Conservative Democrat.,Conservative,What kind of Democrat did Carson call himself?,"Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.",[CLS],0.0
525,230,Carson described himself as a Conservative Democrat.,Democrat,What political party did Carson belong to?,"Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.",[CLS],0.0
526,230,Carson described himself as a Conservative Democrat.,a Conservative Democrat,What did Carson describe himself as?,"Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.",[CLS],0.0
527,231,"the wizard: well, sometimes you gotta pay your medical bills! it's not easy",NO_Q,NO_Q,"However, in the next election of Donald Trump as president, he campaigned to repeal and replace Obamacare and came up with a seven-point plan for healthcare reform.",NO_Q,-1.0
528,232,"Aaron Sorkin got the inspiration to write his next play, a courtroom drama called",Aaron Sorkin,Who got the inspiration to write his next play?,"A version for Android devices was released two years later, in April 2012, followed by a feature-limited website interface in November 2012, and apps for Windows 10 Mobile and Windows 10 in April 2016 and October 2016 respectively.",[CLS],0.0
529,232,"Aaron Sorkin got the inspiration to write his next play, a courtroom drama called",the inspiration,What did Aaron Sorkin get to write his next play?,"A version for Android devices was released two years later, in April 2012, followed by a feature-limited website interface in November 2012, and apps for Windows 10 Mobile and Windows 10 in April 2016 and October 2016 respectively.",[CLS],0.0
530,232,"Aaron Sorkin got the inspiration to write his next play, a courtroom drama called",his next play,What did Aaron Sorkin write?,"A version for Android devices was released two years later, in April 2012, followed by a feature-limited website interface in November 2012, and apps for Windows 10 Mobile and Windows 10 in April 2016 and October 2016 respectively.",[CLS],0.0
531,232,"Aaron Sorkin got the inspiration to write his next play, a courtroom drama called",a courtroom drama,What was Aaron Sorkin's next play called?,"A version for Android devices was released two years later, in April 2012, followed by a feature-limited website interface in November 2012, and apps for Windows 10 Mobile and Windows 10 in April 2016 and October 2016 respectively.",[CLS],0.0
532,233,"The Beatles expanded their sound on the album, with influences drawn from African-American soul music,",African-American,From what ethnicity did the Beatles draw influences?,"The concept is cross-cultural, often cited with reference to a desired or lost lover, and dates back at least 3,000 years.",[CLS],0.0
533,233,"The Beatles expanded their sound on the album, with influences drawn from African-American soul music,",The Beatles,Who expanded their sound on the album?,"The concept is cross-cultural, often cited with reference to a desired or lost lover, and dates back at least 3,000 years.",[CLS],0.0
534,233,"The Beatles expanded their sound on the album, with influences drawn from African-American soul music,",their sound,What did the Beatles expand on their album?,"The concept is cross-cultural, often cited with reference to a desired or lost lover, and dates back at least 3,000 years.",[CLS],0.0
535,233,"The Beatles expanded their sound on the album, with influences drawn from African-American soul music,",the album,What was the name of the Beatles album?,"The concept is cross-cultural, often cited with reference to a desired or lost lover, and dates back at least 3,000 years.",[CLS],0.0
536,233,"The Beatles expanded their sound on the album, with influences drawn from African-American soul music,",influences,What did the Beatles draw from African-American soul music?,"The concept is cross-cultural, often cited with reference to a desired or lost lover, and dates back at least 3,000 years.",[CLS],0.0
537,233,"The Beatles expanded their sound on the album, with influences drawn from African-American soul music,",African-American soul music,What influences did the Beatles draw from?,"The concept is cross-cultural, often cited with reference to a desired or lost lover, and dates back at least 3,000 years.",[CLS],0.0
538,234,Wizard: Water skiing.,Wizard,What is a name for water skiing?,"Although modern skiing has evolved from beginnings in Scandinavia, it may have been practiced more than 100 centuries ago in what is now China, according to an interpretation of ancient paintings.",[CLS],0.0
539,234,Wizard: Water skiing.,Water skiing,What sport does Wizard enjoy?,"Although modern skiing has evolved from beginnings in Scandinavia, it may have been practiced more than 100 centuries ago in what is now China, according to an interpretation of ancient paintings.",[CLS],0.0
540,235,"The name, which alters ""poodle"" to ""doodle"" by analogy to",The name,"What alters ""poodle"" to ""doodle""?","The name, which alters ""poodle"" to ""doodle"" by analogy to ""Labradoodle"", was coined in 1992.","the name, which alters ""poodle"" to ""doodle"" by analogy to ""labradoodle""",0.18181818181818182
541,236,He made a guest appearance on the NBC sitcom Will & Grace. His role,NBC,On what television network was he a guest on the sitcom Will & Grace?,The modern field was established by the Italian mathematician Luca Pacioli in 1494.,[CLS],0.0
542,236,He made a guest appearance on the NBC sitcom Will & Grace. His role,Will & Grace,What sitcom did he appear on?,The modern field was established by the Italian mathematician Luca Pacioli in 1494.,[CLS],0.0
543,237,"Cronkite's third studio album, Cosmogramma, was released in the UK",Cronkite,Who released his third studio album?,"The island has lush vegetation, a product of its mild but changeable climate which is free of extremes in temperature.",[CLS],0.0
544,237,"Cronkite's third studio album, Cosmogramma, was released in the UK",third,How many albums did Cronkite release?,"The island has lush vegetation, a product of its mild but changeable climate which is free of extremes in temperature.",[CLS],0.0
545,237,"Cronkite's third studio album, Cosmogramma, was released in the UK",Cosmogramma,What was Cronkite's third album called?,"The island has lush vegetation, a product of its mild but changeable climate which is free of extremes in temperature.",[CLS],0.0
546,237,"Cronkite's third studio album, Cosmogramma, was released in the UK",UK,Where was Cronkite's third album released?,"The island has lush vegetation, a product of its mild but changeable climate which is free of extremes in temperature.",[CLS],0.0
547,237,"Cronkite's third studio album, Cosmogramma, was released in the UK",the UK,Where was Cronkite's third album released?,"The island has lush vegetation, a product of its mild but changeable climate which is free of extremes in temperature.",[CLS],0.0
548,238,The Walking Dead is a television series.,The Walking Dead,What is the name of the television series?,"Beginning with its third season, ""The Walking Dead"" has attracted the most 18- to 49-year-old viewers of any cable or broadcast television series.","""the walking dead""",1.0
549,238,The Walking Dead is a television series.,a television series,What is The Walking Dead?,"Beginning with its third season, ""The Walking Dead"" has attracted the most 18- to 49-year-old viewers of any cable or broadcast television series.","[CLS] what is the walking dead?[SEP] beginning with its third season, ""the walking dead"" has attracted the most 18- to 49-year-old viewers of any cable or broadcast television series",0.14285714285714288
550,239,no,NO_Q,NO_Q,"The Goldendoodle is a cross-breed dog, which is obtained by breeding a Golden Retriever with a Poodle.",NO_Q,-1.0
551,240,The biathlon is a winter sport that combines cross-country skiing and rifle shooting.,winter,What season does biathlon take place?,The biathlon is a winter sport that combines cross-country skiing and rifle shooting.,winter,1.0
552,240,The biathlon is a winter sport that combines cross-country skiing and rifle shooting.,The biathlon,What winter sport combines cross-country skiing and rifle shooting?,The biathlon is a winter sport that combines cross-country skiing and rifle shooting.,the biathlon,1.0
553,241,no,NO_Q,NO_Q,"The band achieved commercial success with the release of their 2000 album ""The State"" and then they achieved mainstream success with the release of their 2001 album ""Silver Side Up"".",NO_Q,-1.0
554,242,Vieira moved to ABC initially as one of six regular correspondents for the news-magazine,ABC,What television station did Vieira work for?,Sustainable sanitation is a sanitation system designed to meet certain criteria and to work well over the long-term.,[CLS],0.0
555,242,Vieira moved to ABC initially as one of six regular correspondents for the news-magazine,six,How many correspondents did Vieira join ABC?,Sustainable sanitation is a sanitation system designed to meet certain criteria and to work well over the long-term.,[CLS],0.0
556,242,Vieira moved to ABC initially as one of six regular correspondents for the news-magazine,the news-magazine,What was Vieira's first job?,Sustainable sanitation is a sanitation system designed to meet certain criteria and to work well over the long-term.,[CLS],0.0
557,243,Hazare and the youth group decided to take up the issue of alcoholism to drive,the youth group,Who did Hazare work with?,"Those seeking advancement may be cross-trained in medical coding or transcription or auditing, and may earn a bachelor's or graduate degree in medical information science and technology.",[CLS],0.0
558,243,Hazare and the youth group decided to take up the issue of alcoholism to drive,alcoholism,What issue did Hazare and the youth group decide to take up to drive?,"Those seeking advancement may be cross-trained in medical coding or transcription or auditing, and may earn a bachelor's or graduate degree in medical information science and technology.",[CLS],0.0
559,244,The Great Adventure,The Great Adventure,What is the name of the adventure?,It is evoked by light which has a dominant wavelength of roughly 495570 nm.,[CLS],0.0
560,245,Al Davis joined the Los Angeles Chargers of the startup American Football League (AFL),Al Davis,Who joined the Los Angeles Chargers?,"Frogs are widely distributed, ranging from the tropics to subarctic regions, but the greatest concentration of species diversity is in tropical rainforests.",[CLS],0.0
561,245,Al Davis joined the Los Angeles Chargers of the startup American Football League (AFL),the Los Angeles Chargers,What team did Al Davis join?,"Frogs are widely distributed, ranging from the tropics to subarctic regions, but the greatest concentration of species diversity is in tropical rainforests.",[CLS],0.0
562,245,Al Davis joined the Los Angeles Chargers of the startup American Football League (AFL),(AFL,What is the acronym for the American Football League?,"Frogs are widely distributed, ranging from the tropics to subarctic regions, but the greatest concentration of species diversity is in tropical rainforests.",[CLS],0.0
563,246,"The Birth of a Nation, even more than other films in the public domain, has been",a Nation,The Birth of what has been viewed more than any other film?,It also has a long historical tradition as the color of Ireland and of Gaelic culture.,[CLS],0.0
564,246,"The Birth of a Nation, even more than other films in the public domain, has been",other films,The Birth of a Nation has been viewed more than what other film?,It also has a long historical tradition as the color of Ireland and of Gaelic culture.,[CLS],0.0
565,246,"The Birth of a Nation, even more than other films in the public domain, has been",the public domain,The Birth of a Nation has been viewed more than any other film in what?,It also has a long historical tradition as the color of Ireland and of Gaelic culture.,[CLS],0.0
566,247,"Ronnie Kray shot and killed George Cornell, a member of the Richardsons (a",Ronnie Kray,Who shot and killed George Cornell?,"The island has lush vegetation, a product of its mild but changeable climate which is free of extremes in temperature.",[CLS],0.0
567,247,"Ronnie Kray shot and killed George Cornell, a member of the Richardsons (a",George Cornell,Who did Ronnie Kray kill?,"The island has lush vegetation, a product of its mild but changeable climate which is free of extremes in temperature.",[CLS],0.0
568,247,"Ronnie Kray shot and killed George Cornell, a member of the Richardsons (a",the Richardsons,What group was George Cornell a member of?,"The island has lush vegetation, a product of its mild but changeable climate which is free of extremes in temperature.",[CLS],0.0
569,248,The Colts,The Colts,What team is the name of?,"Considered to be one of the greatest quarterbacks of all time due to his numerous career achievements, he spent 14 seasons with the Colts and was a member of the Denver Broncos in his last four seasons.",colts,1.0
570,249,"He began to gain recognition in 2010, after his first retail release, ""Overly Dedicated"".",2010,When did he begin to gain recognition?,"He began to gain recognition in 2010, after his first retail release, ""Overly Dedicated"".",2010,1.0
571,249,"He began to gain recognition in 2010, after his first retail release, ""Overly Dedicated"".",Overly Dedicated,What was the name of his first retail release?,"He began to gain recognition in 2010, after his first retail release, ""Overly Dedicated"".","""overly dedicated"".",1.0
572,249,"He began to gain recognition in 2010, after his first retail release, ""Overly Dedicated"".",recognition,What did he begin to gain in 2010?,"He began to gain recognition in 2010, after his first retail release, ""Overly Dedicated"".",recognition,1.0
573,250,Dylan's Candy Bar is a chain of boutique candy shops and candy supplier currently located in,Dylan's Candy Bar,What is the name of the chain of boutique candy shops?,"Dylan's Candy Bar is a chain of boutique candy shops and candy supplier currently located in New York City; East Hampton, New York; Los Angeles, Chicago and Miami Beach, as well as in wholesale venues around the globe.",dylan's candy bar,1.0
574,250,Dylan's Candy Bar is a chain of boutique candy shops and candy supplier currently located in,boutique candy shops,Dylan's Candy Bar is a chain of what type of shops?,"Dylan's Candy Bar is a chain of boutique candy shops and candy supplier currently located in New York City; East Hampton, New York; Los Angeles, Chicago and Miami Beach, as well as in wholesale venues around the globe.",boutique candy shops,1.0
575,251,Holland Smith,Holland,What is the nationality of Smith?,"Presley was born in Tupelo, Mississippi, and relocated to Memphis, Tennessee, with his family when he was 13 years old.",[CLS],0.0
576,251,Holland Smith,Holland Smith,What is the name of the person who is a professional photographer?,"Presley was born in Tupelo, Mississippi, and relocated to Memphis, Tennessee, with his family when he was 13 years old.",[CLS],0.0
577,252,The event is held over Memorial Day weekend in late May.,Memorial Day weekend,On what day of the year is the event held?,The event is held over Memorial Day weekend in late May.,memorial day weekend,1.0
578,252,The event is held over Memorial Day weekend in late May.,late May,When is Memorial Day weekend?,The event is held over Memorial Day weekend in late May.,late may,1.0
579,252,The event is held over Memorial Day weekend in late May.,The event,What is held over Memorial Day weekend in late May?,The event is held over Memorial Day weekend in late May.,the event,1.0
580,253,The band originated as a group called Soft White Underbelly (a name the band would,a group,What was Soft White Underbelly?,"Cheerleading originated in the United States, and remains predominantly in America, with an estimated 1.5 million participants in all-star cheerleading.",[CLS],0.0
581,253,The band originated as a group called Soft White Underbelly (a name the band would,Soft White Underbelly,What was the original name of the band?,"Cheerleading originated in the United States, and remains predominantly in America, with an estimated 1.5 million participants in all-star cheerleading.",cheerleading,0.0
582,254,Hilltop Hoods Initiative was established in 2005,2005,When was the Hilltop Hoods Initiative established?,no_passages_used,[CLS],0.0
583,254,Hilltop Hoods Initiative was established in 2005,Hilltop Hoods Initiative,What was established in 2005?,no_passages_used,[CLS],0.0
584,255,"Elvis Presley was born in Tupelo, Mississippi, and then to Memphis.",Elvis Presley,"Who was born in Tupelo, Mississippi?","With a series of successful network television appearances and chart-topping records, he became the leading figure of the newly popular sound of rock and roll.",[CLS],0.0
585,255,"Elvis Presley was born in Tupelo, Mississippi, and then to Memphis.",Tupelo,What city was Elvis Presley born?,"With a series of successful network television appearances and chart-topping records, he became the leading figure of the newly popular sound of rock and roll.",[CLS],0.0
586,255,"Elvis Presley was born in Tupelo, Mississippi, and then to Memphis.",Mississippi,In what state was Elvis born?,"With a series of successful network television appearances and chart-topping records, he became the leading figure of the newly popular sound of rock and roll.",[CLS],0.0
587,255,"Elvis Presley was born in Tupelo, Mississippi, and then to Memphis.",Memphis,Where did Elvis Presley move to?,"With a series of successful network television appearances and chart-topping records, he became the leading figure of the newly popular sound of rock and roll.",[CLS],0.0
588,256,"Sheehan's death was ruled an accidental drug overdose, with cocaine, Val",Sheehan,Who died of an accidental drug overdose?,"Three consecutive strikes is a known as a ""turkey"".",[CLS],0.0
589,256,"Sheehan's death was ruled an accidental drug overdose, with cocaine, Val",Sheehan's death,What was ruled an accidental drug overdose?,"Three consecutive strikes is a known as a ""turkey"".",[CLS],0.0
590,256,"Sheehan's death was ruled an accidental drug overdose, with cocaine, Val",an accidental drug overdose,What was Sheehan's death ruled to be?,"Three consecutive strikes is a known as a ""turkey"".",[CLS],0.0
591,256,"Sheehan's death was ruled an accidental drug overdose, with cocaine, Val",cocaine,What drug was used in Sheehans death?,"Three consecutive strikes is a known as a ""turkey"".",[CLS],0.0
592,257,Joy Division have influenced bands as diverse as contemporaries U2 and the Cure,Joy Division,What band has influenced bands as diverse as U2 and the Cure?,Poodles are considered to be hypoallergenic.,[CLS],0.0
593,257,Joy Division have influenced bands as diverse as contemporaries U2 and the Cure,contemporaries U2,Joy Division has influenced bands as diverse as the Cure and?,Poodles are considered to be hypoallergenic.,[CLS],0.0
594,257,Joy Division have influenced bands as diverse as contemporaries U2 and the Cure,the Cure,Joy Division has influenced bands as diverse as U2 and what other band?,Poodles are considered to be hypoallergenic.,[CLS],0.0
595,258,The May Festival,May Festival,What is the name of the festival?,"Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.",[CLS],0.0
596,258,The May Festival,The May Festival,What is the name of the festival?,"Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.",[CLS],0.0
597,259,The song was previously only available on the iTunes deluxe version of the soundtrack to Transformers:,iTunes,Where was the song originally available?,", the books have sold more than 500 million copies worldwide, making them the best-selling book series in history, and have been translated into seventy-three languages.",[CLS],0.0
598,259,The song was previously only available on the iTunes deluxe version of the soundtrack to Transformers:,The song,What was previously only available on the deluxe version of the soundtrack to Transformers?,", the books have sold more than 500 million copies worldwide, making them the best-selling book series in history, and have been translated into seventy-three languages.",[CLS],0.0
599,259,The song was previously only available on the iTunes deluxe version of the soundtrack to Transformers:,Transformers,What movie was the original soundtrack for?,", the books have sold more than 500 million copies worldwide, making them the best-selling book series in history, and have been translated into seventy-three languages.",[CLS],0.0
600,260,The Red Sox challenged for the AL pennant in 1948-49 (finishing in,The Red Sox,Who challenged for the AL pennant in 1948-49?,"It is owned by Dylan Lauren, daughter of fashion designer Ralph Lauren.",[CLS],0.0
601,260,The Red Sox challenged for the AL pennant in 1948-49 (finishing in,AL,The Red Sox challenged for what pennant in 1948-49?,"It is owned by Dylan Lauren, daughter of fashion designer Ralph Lauren.",[CLS],0.0
602,260,The Red Sox challenged for the AL pennant in 1948-49 (finishing in,1948-49,When did the Red Sox challenge for the AL pennant?,"It is owned by Dylan Lauren, daughter of fashion designer Ralph Lauren.",[CLS],0.0
603,260,The Red Sox challenged for the AL pennant in 1948-49 (finishing in,the AL pennant,What did the Red Sox challenge for in 1948-49?,"It is owned by Dylan Lauren, daughter of fashion designer Ralph Lauren.",[CLS],0.0
604,261,The Walking Dead,The Walking Dead,What is the name of the movie that is based in Los Angeles?,"Andrew Lincoln plays the show's lead character, sheriff's deputy Rick Grimes, who awakens from a coma discovering a world overrun by zombies, commonly referred to as ""walkers"".",[CLS],0.0
605,262,"Russell Means and Robert Pictou-Branscombe, a maternal cousin",Russell Means,Who is Robert Pictou-Branscombe's cousin?,"Beginning with its third season, ""The Walking Dead"" has attracted the most 18- to 49-year-old viewers of any cable or broadcast television series.",[CLS],0.0
606,262,"Russell Means and Robert Pictou-Branscombe, a maternal cousin",Robert Pictou-Branscombe,Who is Russell Means' maternal cousin?,"Beginning with its third season, ""The Walking Dead"" has attracted the most 18- to 49-year-old viewers of any cable or broadcast television series.",[CLS],0.0
607,262,"Russell Means and Robert Pictou-Branscombe, a maternal cousin",a maternal cousin,What is Robert Pictou-Branscombe?,"Beginning with its third season, ""The Walking Dead"" has attracted the most 18- to 49-year-old viewers of any cable or broadcast television series.",[CLS],0.0
608,263,yes.,NO_Q,NO_Q,"Skiing can be a means of transport, a recreational activity or a competitive winter sport in which the participant uses skis to glide on snow.",NO_Q,-1.0
609,264,"As early as 1850, he began writing Leaves of Grass, ",1850,When did he begin writing Leaves of Grass?,"By the end of his life, the Mongol Empire occupied a substantial portion of Central Asia and China.",[CLS],0.0
610,264,"As early as 1850, he began writing Leaves of Grass, ",writing Leaves of Grass,What did he begin doing in 1850?,"By the end of his life, the Mongol Empire occupied a substantial portion of Central Asia and China.",[CLS],0.0
611,264,"As early as 1850, he began writing Leaves of Grass, ",Grass,What was the name of the plant he wrote in 1850?,"By the end of his life, the Mongol Empire occupied a substantial portion of Central Asia and China.",[CLS],0.0
612,265,"Heisman was an innovator and ""master strategist"". He developed one of the first shifts",Heisman,Who developed one of the first shifts?,"In the Middle Ages and Renaissance, green was the color commonly associated with merchants, bankers and the gentry, while red was reserved for the nobility.",[CLS],0.0
613,265,"Heisman was an innovator and ""master strategist"". He developed one of the first shifts",one,How many of the first shifts did Heisman develop?,"In the Middle Ages and Renaissance, green was the color commonly associated with merchants, bankers and the gentry, while red was reserved for the nobility.",[CLS],0.0
614,265,"Heisman was an innovator and ""master strategist"". He developed one of the first shifts",first,Heisman developed one of what shifts?,"In the Middle Ages and Renaissance, green was the color commonly associated with merchants, bankers and the gentry, while red was reserved for the nobility.",[CLS],0.0
615,265,"Heisman was an innovator and ""master strategist"". He developed one of the first shifts",an innovator,What was Heisman's profession?,"In the Middle Ages and Renaissance, green was the color commonly associated with merchants, bankers and the gentry, while red was reserved for the nobility.",[CLS],0.0
616,265,"Heisman was an innovator and ""master strategist"". He developed one of the first shifts","""master strategist",What was Heisman's nickname?,"In the Middle Ages and Renaissance, green was the color commonly associated with merchants, bankers and the gentry, while red was reserved for the nobility.",[CLS],0.0
617,265,"Heisman was an innovator and ""master strategist"". He developed one of the first shifts",the first shifts,Heisman developed one of what?,"In the Middle Ages and Renaissance, green was the color commonly associated with merchants, bankers and the gentry, while red was reserved for the nobility.",[CLS],0.0
618,266,The Wizard: I'm sure you know that wolf hunting is the practice of hunting gray,wolf hunting,What is the practice of hunting gray?,"Wolf hunting is the practice of hunting gray wolves ""(Canis lupus)"" or other species of wolves.",[CLS],0.0
619,267,no,NO_Q,NO_Q,"It comes from the Old Norse word ""skíð"" which means ""split piece of wood or firewood"".",NO_Q,-1.0
620,268,Grace Hopper retired from the Naval Reserve at the end of 1966. She was a commander,Grace Hopper,Who retired from the Naval Reserve?,"While professional ten-pin bowling tournaments are held in numerous countries, the sport is commonly played as a hobby by millions of people around the world.",[CLS],0.0
621,268,Grace Hopper retired from the Naval Reserve at the end of 1966. She was a commander,the Naval Reserve,Where did Grace Hopper retire from?,"While professional ten-pin bowling tournaments are held in numerous countries, the sport is commonly played as a hobby by millions of people around the world.",[CLS],0.0
622,268,Grace Hopper retired from the Naval Reserve at the end of 1966. She was a commander,a commander,What was Grace Hopper's job before she retired?,"While professional ten-pin bowling tournaments are held in numerous countries, the sport is commonly played as a hobby by millions of people around the world.",[CLS],0.0
623,269,no.,NO_Q,NO_Q,He practiced criminal law for about a decade and served in the House of Representatives in Mississippi from January 1984 to September 1990.,NO_Q,-1.0
624,270,McGinnity purchased the Newark Indians of the Class-A Eastern League (EL,Eastern League,What league did the Newark Indians belong to?,"However, excessive hunting has also heavily contributed to the endangerment, extirpation and extinction of many animals.",[CLS],0.0
625,270,McGinnity purchased the Newark Indians of the Class-A Eastern League (EL,EL,What is another name for the Class-A Eastern League?,"However, excessive hunting has also heavily contributed to the endangerment, extirpation and extinction of many animals.",[CLS],0.0
626,270,McGinnity purchased the Newark Indians of the Class-A Eastern League (EL,McGinnity,Who bought the Newark Indians?,"However, excessive hunting has also heavily contributed to the endangerment, extirpation and extinction of many animals.",[CLS],0.0
627,270,McGinnity purchased the Newark Indians of the Class-A Eastern League (EL,the Newark Indians,Who did McGinnity buy?,"However, excessive hunting has also heavily contributed to the endangerment, extirpation and extinction of many animals.",[CLS],0.0
628,270,McGinnity purchased the Newark Indians of the Class-A Eastern League (EL,the Class-A Eastern League,What league did McGinnity purchase the Newark Indians?,"However, excessive hunting has also heavily contributed to the endangerment, extirpation and extinction of many animals.",[CLS],0.0
629,271,"Hatch caused an overnight controversy on June 17, 2003 by proposing that copyright owners should be","June 17, 2003",On what date did Hatch cause a controversy?,The emergence and growth of blogs in the late 1990s coincided with the advent of web publishing tools that facilitated the posting of content by non-technical users who did not have much experience with HTML or computer programming.,[CLS],0.0
630,271,"Hatch caused an overnight controversy on June 17, 2003 by proposing that copyright owners should be",Hatch,Who proposed that copyright owners should be allowed to use their work?,The emergence and growth of blogs in the late 1990s coincided with the advent of web publishing tools that facilitated the posting of content by non-technical users who did not have much experience with HTML or computer programming.,[CLS],0.0
631,271,"Hatch caused an overnight controversy on June 17, 2003 by proposing that copyright owners should be",an overnight controversy,"What did Hatch cause on June 17, 2003?",The emergence and growth of blogs in the late 1990s coincided with the advent of web publishing tools that facilitated the posting of content by non-technical users who did not have much experience with HTML or computer programming.,[CLS],0.0
632,271,"Hatch caused an overnight controversy on June 17, 2003 by proposing that copyright owners should be",June,In what month of 2003 did Hatch propose that copyright owners should be allowed to use his work?,The emergence and growth of blogs in the late 1990s coincided with the advent of web publishing tools that facilitated the posting of content by non-technical users who did not have much experience with HTML or computer programming.,[CLS],0.0
633,271,"Hatch caused an overnight controversy on June 17, 2003 by proposing that copyright owners should be",copyright owners,Who did Hatch propose to be a part of the legal system?,The emergence and growth of blogs in the late 1990s coincided with the advent of web publishing tools that facilitated the posting of content by non-technical users who did not have much experience with HTML or computer programming.,[CLS],0.0
634,272,The Panama Papers are 11.5 million leaked documents that contained financial and attorney–client information,The Panama Papers,What are the leaked documents called?,"The documents, some dating back to the 1970s, were created by, and taken from, Panamanian law firm and corporate service provider Mossack Fonseca, and were leaked in 2015 by an anonymous source.",[CLS],0.0
635,272,The Panama Papers are 11.5 million leaked documents that contained financial and attorney–client information,11.5 million,How many leaked documents are in the Panama Papers?,"The documents, some dating back to the 1970s, were created by, and taken from, Panamanian law firm and corporate service provider Mossack Fonseca, and were leaked in 2015 by an anonymous source.",[CLS],0.0
636,272,The Panama Papers are 11.5 million leaked documents that contained financial and attorney–client information,financial and attorney–client information,What did the Panama Papers contain?,"The documents, some dating back to the 1970s, were created by, and taken from, Panamanian law firm and corporate service provider Mossack Fonseca, and were leaked in 2015 by an anonymous source.",[CLS],0.0
637,273,no.,NO_Q,NO_Q,"""Grilled Cheesus"" is the third episode of the second season of the American television series ""Glee"", and the twenty-fifth episode overall.",NO_Q,-1.0
638,274,Lennon met Cynthia Powell (1939-2015) in 1957 when they were fellow students,Lennon,Who met Cynthia Powell?,no_passages_used,[CLS],0.0
639,274,Lennon met Cynthia Powell (1939-2015) in 1957 when they were fellow students,Cynthia Powell,Who did Lennon meet in 1957?,no_passages_used,[CLS],0.0
640,274,Lennon met Cynthia Powell (1939-2015) in 1957 when they were fellow students,1957,When did Lennon meet Cynthia Powell?,no_passages_used,[CLS],0.0
641,274,Lennon met Cynthia Powell (1939-2015) in 1957 when they were fellow students,fellow students,Lennon met Cynthia Powell when they were?,no_passages_used,[CLS],0.0
642,275,They attempt to take the ball to the touchdown but running or throwing it.,They,Who attempts to take the ball to the touchdown but runs or throws it?,"During a play, each team should have no more than 11 players on the field, and each of them has specific tasks assigned for that specific play.",[CLS],0.0
643,275,They attempt to take the ball to the touchdown but running or throwing it.,the ball,What do they try to take to the touchdown?,"During a play, each team should have no more than 11 players on the field, and each of them has specific tasks assigned for that specific play.",[CLS],0.0
644,275,They attempt to take the ball to the touchdown but running or throwing it.,the touchdown,What do they try to take the ball to?,"During a play, each team should have no more than 11 players on the field, and each of them has specific tasks assigned for that specific play.",[CLS],0.0
645,276,no,NO_Q,NO_Q,Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage.,NO_Q,-1.0
646,277,no,NO_Q,NO_Q,Before Genghis Khan died he assigned Ögedei Khan as his successor.,NO_Q,-1.0
647,278,"Nicklaus won only twice on the PGA Tour during this period, the Colon and",Nicklaus,Who won the Colon and PGA Tour?,no_passages_used,[CLS],0.0
648,278,"Nicklaus won only twice on the PGA Tour during this period, the Colon and",the PGA Tour,Nicklaus won the Colon and what other tour?,no_passages_used,[CLS],0.0
649,278,"Nicklaus won only twice on the PGA Tour during this period, the Colon and",Colon,"Nicklaus won the PGA Tour twice, which was the other?",no_passages_used,[CLS],0.0
