,id,response,cand,question,knowledge,knowledge_ans,score
220,209,not so tough now,NO_Q,NO_Q,"Presley was born in Tupelo, Mississippi, and relocated to Memphis, Tennessee, with his family when he was 13 years old.",NO_Q,-1.0
221,210,Viola's father sought a job assembling bombs at the Ford Motor Company.,bombs,assembling,"It is also not considered hunting to pursue animals without intent to kill them, as in wildlife photography, birdwatching, or scientific research activities which involve tranquilizing or tagging of animals or birds.",[CLS],0.0
222,211,no,NO_Q,NO_Q,"By contrast, a pullover does not open in front but must be ""pulled over"" the head to be worn.",NO_Q,-1.0
223,212,"no, i do not hunt. it is not for me. i am an animal lover and",NO_Q,NO_Q,Hunting can also be a means of pest control.,NO_Q,-1.0
224,213,"the mills began spinning in early 1786, at which point both dempster and ark",NO_Q,NO_Q,"""The Walking Dead"" premiered in the United States on October 31, 2010, exclusively shown on cable television channel AMC and internationally on Fox International Channels.",NO_Q,-1.0
225,214,"vai sent both a notated transcription of frank zappa's ""the black",NO_Q,NO_Q,"In modern times, it is mainly a competitive sport and recreational activity.",NO_Q,-1.0
226,215,no.,NO_Q,NO_Q,"In the 2010s, ""multi-author blogs"" (MABs) have developed, with posts written by large numbers of authors and sometimes professionally edited.",NO_Q,-1.0
227,216,he is a great singer and songwriter.,NO_Q,NO_Q,"Presley's first RCA single, ""Heartbreak Hotel"", was released in January 1956 and became a number one hit in the United States.",NO_Q,-1.0
228,217,no doubt and sublime,NO_Q,NO_Q,"It is a neutral or achromatic color, meaning literally that it is a color ""without color.""",NO_Q,-1.0
229,218,He was in the running for head coaching roles at a number of larger universities and professional sports,He,was in the running for head coaching roles at a number of larger universities and professional sports,"These fellowships include pediatric neurosurgery, trauma/neurocritical care, functional and stereotactic surgery, surgical neuro-oncology, radiosurgery, neurovascular surgery, skull-base surgery, peripheral nerve and spine surgery.",[CLS],0.0
230,219,no,NO_Q,NO_Q,"The band achieved commercial success with the release of their 2000 album ""The State"" and then they achieved mainstream success with the release of their 2001 album ""Silver Side Up"".",NO_Q,-1.0
231,220,"he made a series of sweeping changes, doing much to rid the club of its previous",NO_Q,NO_Q,Early skiers used one long pole or spear.,NO_Q,-1.0
232,221,Washington's introduction to surveying began at an early age through school exercises that taught him the,school exercises,school exercises,"Sandow was born in Königsberg, Prussia (now Kaliningrad, Russia) on April 2, 1867 to a German father and a Russian mother.",[CLS],0.0
233,221,Washington's introduction to surveying began at an early age through school exercises that taught him the,the,surveying,"Sandow was born in Königsberg, Prussia (now Kaliningrad, Russia) on April 2, 1867 to a German father and a Russian mother.",[CLS],0.0
234,222,no,NO_Q,NO_Q,"Three consecutive strikes is a known as a ""turkey"".",NO_Q,-1.0
235,223,The two had an affair that resulted in the birth of their son David.,David,David had an affair that resulted in the birth of their son,"Three consecutive strikes is a known as a ""turkey"".",[CLS],0.0
236,224,"Carl Gustav Jung was born in Kesswil, in the Swiss canton of Thurgau",Carl Gustav Jung,Jung was born in Kesswil in the Swiss canton of Thurgau,"However, excessive hunting has also heavily contributed to the endangerment, extirpation and extinction of many animals.",[CLS],0.0
237,225,the firm,NO_Q,NO_Q,"Eight of his other novels have also been adapted into films: ""The Chamber"", ""The Client"", ""A Painted House"", ""The Pelican Brief"", ""The Rainmaker"", ""The Runaway Jury"", ""Skipping Christmas"", and ""A Time to Kill"".",NO_Q,-1.0
238,226,The color green is well known as the color of Ireland and Gaelic culture. It is,The color green,the color of Ireland and Gaelic culture.,It is evoked by light which has a dominant wavelength of roughly 495570 nm.,[CLS],0.0
239,227,mcfarlane joined writer david michelinie on marvel's the amazing spider-,NO_Q,NO_Q,It is one of the major forms of throwing sports.,NO_Q,-1.0
240,228,Bryzgalov played two seasons with Lada Togliatti before joining the,Bryzgalov,former Russian tennis player,"There are now numerous different categories, each with different rules and regulations.",[CLS],0.0
241,229,the album was released on paper bag records in october 2002 and won the alternative album of the year,NO_Q,NO_Q,Online shopping malls are websites that enable a multi-vendor checkout system enabling retailers to sell in one portal and allow the consumer to check out with one single credit card transaction.,NO_Q,-1.0
242,230,Carson described himself as a Conservative Democrat.,Carson,Carson is a Conservative Democrat.,"Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.",[CLS],0.0
243,230,Carson described himself as a Conservative Democrat.,a Conservative Democrat,What political ideology does Carson belong to?,"Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.",[CLS],0.0
244,231,"the wizard: well, sometimes you gotta pay your medical bills! it's not easy",NO_Q,NO_Q,"However, in the next election of Donald Trump as president, he campaigned to repeal and replace Obamacare and came up with a seven-point plan for healthcare reform.",NO_Q,-1.0
245,232,"Aaron Sorkin got the inspiration to write his next play, a courtroom drama called",Aaron Sorkin,"Sorkin got the inspiration for his next play, a courtroom drama called","A version for Android devices was released two years later, in April 2012, followed by a feature-limited website interface in November 2012, and apps for Windows 10 Mobile and Windows 10 in April 2016 and October 2016 respectively.",[CLS],0.0
246,233,"The Beatles expanded their sound on the album, with influences drawn from African-American soul music,",African-American soul music,American soul music context,"The concept is cross-cultural, often cited with reference to a desired or lost lover, and dates back at least 3,000 years.","the concept is cross-cultural, often cited with reference to a desired or lost lover, and dates back at least 3,000 years.",0.0
247,234,Wizard: Water skiing.,Wizard,Wizard is water skiing.,"Although modern skiing has evolved from beginnings in Scandinavia, it may have been practiced more than 100 centuries ago in what is now China, according to an interpretation of ancient paintings.",[CLS],0.0
248,235,"the name, which alters ""poodle"" to ""doodle"" by analogy to",NO_Q,NO_Q,"The name, which alters ""poodle"" to ""doodle"" by analogy to ""Labradoodle"", was coined in 1992.",NO_Q,-1.0
249,236,he made a guest appearance on the nbc sitcom will & grace. his role,NO_Q,NO_Q,The modern field was established by the Italian mathematician Luca Pacioli in 1494.,NO_Q,-1.0
250,237,"cronkite's third studio album, cosmogramma, was released in the uk",NO_Q,NO_Q,"The island has lush vegetation, a product of its mild but changeable climate which is free of extremes in temperature.",NO_Q,-1.0
251,238,The Walking Dead is a television series.,The Walking Dead,The Walking Dead (TV series),"Beginning with its third season, ""The Walking Dead"" has attracted the most 18- to 49-year-old viewers of any cable or broadcast television series.","""the walking dead"" has attracted the most 18- to 49-year-old viewers of any cable or broadcast television series",0.2222222222222222
252,239,no,NO_Q,NO_Q,"The Goldendoodle is a cross-breed dog, which is obtained by breeding a Golden Retriever with a Poodle.",NO_Q,-1.0
253,240,The biathlon is a winter sport that combines cross-country skiing and rifle shooting.,The biathlon,biathlon is a winter sport that combines cross-country skiing and rifle shooting,The biathlon is a winter sport that combines cross-country skiing and rifle shooting.,the biathlon,1.0
254,241,no,NO_Q,NO_Q,"The band achieved commercial success with the release of their 2000 album ""The State"" and then they achieved mainstream success with the release of their 2001 album ""Silver Side Up"".",NO_Q,-1.0
255,242,vieira moved to abc initially as one of six regular correspondents for the news-magazine,NO_Q,NO_Q,Sustainable sanitation is a sanitation system designed to meet certain criteria and to work well over the long-term.,NO_Q,-1.0
256,243,hazare and the youth group decided to take up the issue of alcoholism to drive,NO_Q,NO_Q,"Those seeking advancement may be cross-trained in medical coding or transcription or auditing, and may earn a bachelor's or graduate degree in medical information science and technology.",NO_Q,-1.0
257,244,The Great Adventure,The Great Adventure,the Great Adventure,It is evoked by light which has a dominant wavelength of roughly 495570 nm.,[CLS],0.0
258,245,Al Davis joined the Los Angeles Chargers of the startup American Football League (AFL),Al Davis,Los Angeles Chargers owner,"Frogs are widely distributed, ranging from the tropics to subarctic regions, but the greatest concentration of species diversity is in tropical rainforests.",[CLS],0.0
259,246,"the birth of a nation, even more than other films in the public domain, has been",NO_Q,NO_Q,It also has a long historical tradition as the color of Ireland and of Gaelic culture.,NO_Q,-1.0
260,247,"Ronnie Kray shot and killed George Cornell, a member of the Richardsons (a",Ronnie Kray,gangster,"The island has lush vegetation, a product of its mild but changeable climate which is free of extremes in temperature.",[CLS],0.0
261,247,"Ronnie Kray shot and killed George Cornell, a member of the Richardsons (a",the Richardsons,band,"The island has lush vegetation, a product of its mild but changeable climate which is free of extremes in temperature.",[CLS],0.0
262,248,the colts,NO_Q,NO_Q,"Considered to be one of the greatest quarterbacks of all time due to his numerous career achievements, he spent 14 seasons with the Colts and was a member of the Denver Broncos in his last four seasons.",NO_Q,-1.0
263,249,"He began to gain recognition in 2010, after his first retail release, ""Overly Dedicated"".",Overly Dedicated,Overly Dedicated,"He began to gain recognition in 2010, after his first retail release, ""Overly Dedicated"".","""overly dedicated"".",1.0
264,250,Dylan's Candy Bar is a chain of boutique candy shops and candy supplier currently located in,Dylan's Candy Bar,confectionery store,"Dylan's Candy Bar is a chain of boutique candy shops and candy supplier currently located in New York City; East Hampton, New York; Los Angeles, Chicago and Miami Beach, as well as in wholesale venues around the globe.",dylan's candy bar,1.0
265,251,holland smith,NO_Q,NO_Q,"Presley was born in Tupelo, Mississippi, and relocated to Memphis, Tennessee, with his family when he was 13 years old.",NO_Q,-1.0
266,252,the event is held over memorial day weekend in late may.,NO_Q,NO_Q,The event is held over Memorial Day weekend in late May.,NO_Q,-1.0
267,253,The band originated as a group called Soft White Underbelly (a name the band would,Soft White Underbelly,name the band after,"Cheerleading originated in the United States, and remains predominantly in America, with an estimated 1.5 million participants in all-star cheerleading.",all-star cheerleading,0.0
268,254,hilltop hoods initiative was established in 2005,NO_Q,NO_Q,no_passages_used,NO_Q,-1.0
269,255,"Elvis Presley was born in Tupelo, Mississippi, and then to Memphis.",Elvis Presley,"Presley was born in Tupelo, Mississippi, and then to Memphis","With a series of successful network television appearances and chart-topping records, he became the leading figure of the newly popular sound of rock and roll.",[CLS],0.0
270,256,"Sheehan's death was ruled an accidental drug overdose, with cocaine, Val",Sheehan's death,Val Sheehan,"Three consecutive strikes is a known as a ""turkey"".",[CLS],0.0
271,256,"Sheehan's death was ruled an accidental drug overdose, with cocaine, Val",an accidental drug overdose,A drug overdose,"Three consecutive strikes is a known as a ""turkey"".","[CLS] a drug overdose[SEP] three consecutive strikes is a known as a ""turkey"".",0.15384615384615383
272,257,Joy Division have influenced bands as diverse as contemporaries U2 and the Cure,Joy Division,rock band,Poodles are considered to be hypoallergenic.,[CLS],0.0
273,258,The May Festival,May Festival,May Festival,"Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.",[CLS],0.0
274,258,The May Festival,The May Festival,May Festival,"Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.",[CLS],0.0
275,259,the song was previously only available on the itunes deluxe version of the soundtrack to transformers:,NO_Q,NO_Q,", the books have sold more than 500 million copies worldwide, making them the best-selling book series in history, and have been translated into seventy-three languages.",NO_Q,-1.0
276,260,the red sox challenged for the al pennant in 1948-49 (finishing in,NO_Q,NO_Q,"It is owned by Dylan Lauren, daughter of fashion designer Ralph Lauren.",NO_Q,-1.0
277,261,the walking dead,NO_Q,NO_Q,"Andrew Lincoln plays the show's lead character, sheriff's deputy Rick Grimes, who awakens from a coma discovering a world overrun by zombies, commonly referred to as ""walkers"".",NO_Q,-1.0
278,262,"russell means and robert pictou-branscombe, a maternal cousin",NO_Q,NO_Q,"Beginning with its third season, ""The Walking Dead"" has attracted the most 18- to 49-year-old viewers of any cable or broadcast television series.",NO_Q,-1.0
279,263,yes.,NO_Q,NO_Q,"Skiing can be a means of transport, a recreational activity or a competitive winter sport in which the participant uses skis to glide on snow.",NO_Q,-1.0
280,264,"as early as 1850, he began writing leaves of grass, ",NO_Q,NO_Q,"By the end of his life, the Mongol Empire occupied a substantial portion of Central Asia and China.",NO_Q,-1.0
281,265,"Heisman was an innovator and ""master strategist"". He developed one of the first shifts","""master strategist",Heisman was an innovator and master strategist,"In the Middle Ages and Renaissance, green was the color commonly associated with merchants, bankers and the gentry, while red was reserved for the nobility.",[CLS],0.0
282,266,The Wizard: I'm sure you know that wolf hunting is the practice of hunting gray,wolf hunting,practice of hunting gray wolf,"Wolf hunting is the practice of hunting gray wolves ""(Canis lupus)"" or other species of wolves.","wolf hunting is the practice of hunting gray wolves ""(canis lupus)"" or other species of wolves",0.23529411764705882
283,267,no,NO_Q,NO_Q,"It comes from the Old Norse word ""skíð"" which means ""split piece of wood or firewood"".",NO_Q,-1.0
284,268,Grace Hopper retired from the Naval Reserve at the end of 1966. She was a commander,Grace Hopper,in the United States Navy,"While professional ten-pin bowling tournaments are held in numerous countries, the sport is commonly played as a hobby by millions of people around the world.",[CLS],0.0
285,269,no.,NO_Q,NO_Q,He practiced criminal law for about a decade and served in the House of Representatives in Mississippi from January 1984 to September 1990.,NO_Q,-1.0
286,270,mcginnity purchased the newark indians of the class-a eastern league (el,NO_Q,NO_Q,"However, excessive hunting has also heavily contributed to the endangerment, extirpation and extinction of many animals.",NO_Q,-1.0
287,271,"Hatch caused an overnight controversy on June 17, 2003 by proposing that copyright owners should be",June,In what month did Hatch cause an overnight controversy?,The emergence and growth of blogs in the late 1990s coincided with the advent of web publishing tools that facilitated the posting of content by non-technical users who did not have much experience with HTML or computer programming.,[CLS],0.0
288,272,the panama papers are 11.5 million leaked documents that contained financial and attorney–client information,NO_Q,NO_Q,"The documents, some dating back to the 1970s, were created by, and taken from, Panamanian law firm and corporate service provider Mossack Fonseca, and were leaked in 2015 by an anonymous source.",NO_Q,-1.0
289,273,no.,NO_Q,NO_Q,"""Grilled Cheesus"" is the third episode of the second season of the American television series ""Glee"", and the twenty-fifth episode overall.",NO_Q,-1.0
290,274,lennon met cynthia powell (1939-2015) in 1957 when they were fellow students,NO_Q,NO_Q,no_passages_used,NO_Q,-1.0
291,275,they attempt to take the ball to the touchdown but running or throwing it.,NO_Q,NO_Q,"During a play, each team should have no more than 11 players on the field, and each of them has specific tasks assigned for that specific play.",NO_Q,-1.0
292,276,no,NO_Q,NO_Q,Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage.,NO_Q,-1.0
293,277,no,NO_Q,NO_Q,Before Genghis Khan died he assigned Ögedei Khan as his successor.,NO_Q,-1.0
294,278,"nicklaus won only twice on the pga tour during this period, the colon and",NO_Q,NO_Q,no_passages_used,NO_Q,-1.0
295,279,he recorded this song for the tribute album common thread: the songs of the eagles (release,NO_Q,NO_Q,"On 20 July 1969, an estimated 530 million people watched the live global broadcast of the first ever humans walk on the surface of the moon (this constituted around 14% of total population of the world at the time), despite the fact that the first moonwalk took place in the middle of the night in Europe (at 02:56 in Ireland, Portugal and the United Kingdom and 03:56 in France, Germany, Italy, the Netherlands and Spain) and it was not broadcast in the Eastern Bloc except Socialist Republic of Romania and Polish People's Republic.",NO_Q,-1.0
296,280,"Garth Brooks, who had criticized music stores selling used CDs since it led to",Garth Brooks,Garth Brooks context,"College football is American football played by teams of student athletes fielded by American universities, colleges, and military academies, or Canadian football played by teams of student athletes fielded by Canadian universities.",[CLS],0.0
297,281,the band announced on their website that guitarist jani liimatainen had been asked to,NO_Q,NO_Q,"Since the release of the first novel, ""Harry Potter and the Philosopher's Stone"", on 26 June 1997, the books have found immense popularity, critical acclaim, and commercial success worldwide.",NO_Q,-1.0
298,282,no.,NO_Q,NO_Q,"The ""wanting behavior"" associated with a rewarding stimulus can be increased by microinjections of dopamine and dopaminergic drugs in the dorsorostral nucleus accumbens and posterior ventral palladium.",NO_Q,-1.0
299,283,"miles davis recorded several albums worth of material with parker at this time, including question: did",NO_Q,NO_Q,"Several minerals have a green color, including the emerald, which is colored green by its chromium content.",NO_Q,-1.0
300,284,no,NO_Q,NO_Q,no_passages_used,NO_Q,-1.0
301,285,the fourth edition of password (called super password) (1984-1989) and ta,NO_Q,NO_Q,Pink is a pale red color that is named after a flower of the same name.,NO_Q,-1.0
302,286,"No, I didn't realize that Ireland was Island",Island,Ireland is a country,"The island has lush vegetation, a product of its mild but changeable climate which is free of extremes in temperature.",[CLS],0.0
303,287,David Davis was Shadow Secretary of State for the Home Department at the time of the 2005 Conservative leadership,2005,Conservative Party leadership election,"Cheer Athletics, located in Plano, TX (near Dallas, TX), Austin, TX, Frisco, TX and Charlotte, NC and Columbus, OH is one of the largest all-star cheerleading program in the United States, with over thousands of athletes competing on 80+ teams.",[CLS],0.0
304,288,"the film received some hostile responses in mainland china, including its banning by the people'",NO_Q,NO_Q,Hot dog variants include the corn dog and pig in a blanket.,NO_Q,-1.0
305,289,Hardy made his debut for Total Nonstop Action Wrestling (TNA) at the,the,The Hardy Boyz,"Green is common in nature, especially in plants.",[CLS],0.0
306,290,wizard: i am a teacher.,NO_Q,NO_Q,"According to 2000 federal census data, it served a resident population of 5,759.",NO_Q,-1.0
307,291,the queen and i (1992) is a novel imagining that the royal family have,NO_Q,NO_Q,The objective is to score the highest pinfall by knocking down as many pins as possible.,NO_Q,-1.0
308,292,the palestinian authority declared three days of mourning and closed palestinian schools. hamas official i,NO_Q,NO_Q,"Yes are an English rock band formed in London in 1968 by singer Jon Anderson, bassist Chris Squire, guitarist Peter Banks, keyboardist Tony Kaye, and drummer Bill Bruford.",NO_Q,-1.0
309,293,"after a four-year gap between releases, the sisters continued as a foursome,",NO_Q,NO_Q,no_passages_used,NO_Q,-1.0
310,294,he was born in january just like me.,NO_Q,NO_Q,"Accompanied by guitarist Scotty Moore and bassist Bill Black, Presley was a pioneer of rockabilly, an uptempo, backbeat-driven fusion of country music and rhythm and blues.",NO_Q,-1.0
311,295,no,NO_Q,NO_Q,"Motivation theories can be classified on a number of bases:  Motivation as a desire to perform an action is usually defined as having two parts, directional such as directed towards a positive stimulus or away from a negative one, as well as the activated ""seeking phase"" and consummatory ""liking phase"".",NO_Q,-1.0
312,296,reasoner took over the anchor chair after collingwood tossed it to him at 5:,NO_Q,NO_Q,"In the Middle Ages and Renaissance, green was the color commonly associated with merchants, bankers and the gentry, while red was reserved for the nobility.",NO_Q,-1.0
313,297,"pixie summons her souldagger and stabs kurt in the chest,",NO_Q,NO_Q,"For this reason, the costume of the ""Mona Lisa"" by Leonardo da Vinci and the benches in the British House of Commons are green while those in the House of Lords are red.",NO_Q,-1.0
314,298,Huxley visited the USSR at the in 1931.,1931,Huxley visited the USSR at the,"Voiced by:  Sheriff Woody Pride is a 1950s old traditional pull string cowboy doll, and Andy's favorite toy.",[CLS],0.0
315,299,The most popular bowling game is ten-pin.,ten-pin,ten pin bowling,In regions of the United Kingdom and Ireland the game remains a popular indoor place game.,in regions of the united kingdom and ireland the game remains a popular indoor place game,0.0
316,300,"Thierry Henry is a retired French professional footballer. He played for Monaco, Juventus,",Thierry Henry,former footballer,"Under long-time mentor and coach Arsène Wenger, Henry became a prolific striker and Arsenal's all-time leading scorer with 228 goals in all competitions.",henry,0.6666666666666666
317,300,"Thierry Henry is a retired French professional footballer. He played for Monaco, Juventus,",Juventus,Serie A club,"Under long-time mentor and coach Arsène Wenger, Henry became a prolific striker and Arsenal's all-time leading scorer with 228 goals in all competitions.",[CLS],0.0
318,301,"isabella received the title of catholic monarch by pope alexander vi, a pope of",NO_Q,NO_Q,"The word ""ski"" is one of a handful of words Norway has exported to the international community.",NO_Q,-1.0
319,302,no,NO_Q,NO_Q,Many plants are green mainly because of a complex chemical known as chlorophyll which is involved in photosynthesis.,NO_Q,-1.0
320,303,"Petty joined George Harrison's group, the Traveling Wilburys, which also included",the Traveling Wilburys,Petty joined George Harrison's group,"American football, referred to as football in the United States and Canada, and also known as gridiron football or simply gridiron, is a team sport played by two teams of eleven players on a rectangular field with goalposts at each end.",[CLS],0.0
321,304,no,NO_Q,NO_Q,no_passages_used,NO_Q,-1.0
322,305,the ginza rba,NO_Q,NO_Q,"Originally released in March 2006 for the PlayStation 2, Xbox and Microsoft Windows, it was later released for the PlayStation Portable as The Godfather: Mob Wars, Xbox 360 as The Godfather: The Game, Wii as The Godfather: Blackhand Edition, and PlayStation 3 as The Godfather: The Don's Edition.",NO_Q,-1.0
323,306,no,NO_Q,NO_Q,"Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.",NO_Q,-1.0
324,307,the sea chase,NO_Q,NO_Q,"From the mid-17th century to the 19th century, the uniform of most British soldiers (apart from artillery, rifles and light cavalry) included a madder red coat or coatee.",NO_Q,-1.0
325,308,Jakszyk's connections to the musicians in and around King Crimson had,King Crimson,the band,no_passages_used,[CLS],0.0
326,309,"no, he didn't.",NO_Q,NO_Q,The duo has earned two platinum and five gold albums.,NO_Q,-1.0
327,310,Flair immediately challenged for the WCW World Heavyweight Championship at the Clash of the Champions,the Clash of the Champions,WCW World Heavyweight Championship,"Presley's first RCA single, ""Heartbreak Hotel"", was released in January 1956 and became a number one hit in the United States.",[CLS],0.0
328,310,Flair immediately challenged for the WCW World Heavyweight Championship at the Clash of the Champions,Flair,WCW World Heavyweight Champion,"Presley's first RCA single, ""Heartbreak Hotel"", was released in January 1956 and became a number one hit in the United States.",[CLS],0.0
329,311,no,NO_Q,NO_Q,"The main story arc concerns Harry's struggle against Lord Voldemort, a dark wizard who intends to become immortal, overthrow the wizard governing body known as the Ministry of Magic, and subjugate all wizards and muggles, a reference term that means non-magical people.",NO_Q,-1.0
330,312,barry ins,NO_Q,NO_Q,A number of herbal concoctions and tonics have been used by strong men and athletes since ancient times across cultures to try to increase their strength and stamina.,NO_Q,-1.0
331,313,"no, i was too young.",NO_Q,NO_Q,"On April 8, 1994, Cobain was found dead at his home in Seattle; the death was ruled a suicide by a self-inflicted shotgun wound to the head.",NO_Q,-1.0
332,314,"the emotional ""pain"" of a broken heart is believed to be part of the survival",NO_Q,NO_Q,"The emotional ""pain"" of a broken heart is believed to be part of the survival instinct.",NO_Q,-1.0
333,315,"johnny & associates announced the group's debut on september 15, 1999 through a press conference",NO_Q,NO_Q,"Born in Aberdeen, Washington, Cobain formed the band Nirvana with Krist Novoselic and Aaron Burckhard in 1987 and established it as part of the Seattle music scene which later became known as grunge.",NO_Q,-1.0
334,316,"wizard: yes, there are competitions where different teams cheer like in the movie bring it on",NO_Q,NO_Q,"Cheerleading originated in the United States, and remains predominantly in America, with an estimated 1.5 million participants in all-star cheerleading.",NO_Q,-1.0
335,317,Alston played minor league baseball as an infielder for the Greenwood Chiefs and Hunt,an infielder,In what position did Alston play minor league baseball?,"Mountain biking in British Columbia is a popular sport as well as a thriving manufacturing, service/retail and tourism industry.",[CLS],0.0
336,318,wizard: i haven't been to either store in a long time. im not,NO_Q,NO_Q,"When an online store is set up to enable businesses to buy from another businesses, the process is called business-to-business (B2B) online shopping.",NO_Q,-1.0
337,319,"Hillenburg's wife, Karen, is a chef who teaches at the New School",Hillenburg's wife,Karen Hillenburg,Weird Tales is an American fantasy and horror fiction pulp magazine founded by J. C. Henneberger and J. M. Lansinger in March 1923.,[CLS],0.0
338,320,"the w was mostly well received by critics, particularly for the rza's production,",NO_Q,NO_Q,Skiing has a history of almost five millennia.,NO_Q,-1.0
339,321,arthur signed a new recording contract with vector recordings and began recording his fourth studio album,NO_Q,NO_Q,"In the United States, a tax is imposed on income by the federal government, most state governments, and many local governments.",NO_Q,-1.0
340,322,he is not involved in politics anymore.,NO_Q,NO_Q,"Japanese is an agglutinative, mora-timed language with simple phonotactics, a pure vowel system, phonemic vowel and consonant length, and a lexically significant pitch-accent.",NO_Q,-1.0
341,323,it was released in early 1992.,NO_Q,NO_Q,"The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School of Witchcraft and Wizardry.",NO_Q,-1.0
342,324,"no, they are made from wool.",NO_Q,NO_Q,A cardigan is a type of knitted garment (sweater) that has an open front.,NO_Q,-1.0
343,325,yes,NO_Q,NO_Q,"Harry Potter and the Prisoner of Azkaban is a fantasy novel written by British author J. K. Rowling and the third novel in the ""Harry Potter"" series.",NO_Q,-1.0
344,326,LeVar Burton made his film acting debut in 1977 when he played Kunta Kinte,LeVar Burton,Actor,"Instagram is a mobile, desktop, and Internet-based photo-sharing application and service that allows users to share pictures and videos either publicly, or privately to pre-approved followers.",[CLS],0.0
345,326,LeVar Burton made his film acting debut in 1977 when he played Kunta Kinte,1977,In what year did LeVar Burton make his film acting debut?,"Instagram is a mobile, desktop, and Internet-based photo-sharing application and service that allows users to share pictures and videos either publicly, or privately to pre-approved followers.",[CLS],0.0
346,327,the earliest known trading of equities was in the 4th century bc.,NO_Q,NO_Q,no_passages_used,NO_Q,-1.0
347,328,Pamela Courson,Pamela Courson,Pamela Courson is an American actress,A botanist or plant scientist is a scientist who specialises in this field.,[CLS],0.0
348,329,"Krauss made her recording debut in 1985 on the independent album, Different Strokes,",Krauss,songwriter,"Lawful hunting is distinguished from poaching, which is the illegal killing, trapping or capture of the hunted species.",[CLS],0.0
349,329,"Krauss made her recording debut in 1985 on the independent album, Different Strokes,",1985,"Krauss made her recording debut on the independent album, Different Strokes","Lawful hunting is distinguished from poaching, which is the illegal killing, trapping or capture of the hunted species.",[CLS],0.0
350,329,"Krauss made her recording debut in 1985 on the independent album, Different Strokes,",Different Strokes,Different Strokes,"Lawful hunting is distinguished from poaching, which is the illegal killing, trapping or capture of the hunted species.",[CLS],0.0
351,330,"black friday is an informal name for the day following thanksgiving day in the united states, the fourth",NO_Q,NO_Q,"Black Friday is an informal name for the day following Thanksgiving Day in the United States, the fourth Thursday of November, which has been regarded as the beginning of the country's Christmas shopping season since 1952.",NO_Q,-1.0
352,331,The show's lead character awakens from a coma discovering a world,The show's lead character,who awakens from a coma discovering a world,The storyline of the game dictates that players begin as Humans and try to survive a Zombie invasion.,[CLS],0.0
353,332,"chateaubriand rallied to the bourbons. on 30 march 1814, ",NO_Q,NO_Q,no_passages_used,NO_Q,-1.0
354,333,"The Gladys Knight & the Pips version released on September 28, 1967 was on Mo",The Gladys Knight & the Pips,Gladys Knight,Cheerleading began during the late 18th century with the rebellion of male students.,[CLS],0.0
355,334,the discovery channel was known as the discovery channel from 1985 to 1995.,NO_Q,NO_Q,", Discovery Channel is the third most widely distributed cable channel in the United States, behind TBS and The Weather Channel; it is available in 409 million households worldwide, through its U.S. flagship channel and its various owned or licensed television channels internationally.",NO_Q,-1.0
356,335,"the group was scheduled to have their comeback in march 2008 with their second album, however,",NO_Q,NO_Q,The bow and arrow seems to have been invented in the later Paleolithic or early Mesolithic periods.,NO_Q,-1.0
357,336,"johnson initially said that he did not know how he contracted the disease, but later acknowledged",NO_Q,NO_Q,"As of 2016, customers can shop online using a range of different computers and devices, including desktop computers, laptops, tablet computers and smartphones.",NO_Q,-1.0
358,337,the daughter of fashion designer ralph lauren.,NO_Q,NO_Q,"It is owned by Dylan Lauren, daughter of fashion designer Ralph Lauren.",NO_Q,-1.0
359,338,"Gilchrist reignited this debate by walking during a high-profile match, the 2003",2003,Gilchrist reignited this debate by walking during a high-profile match,"Guns N' Roses' debut album, ""Appetite for Destruction"" (1987), reached number one on the ""Billboard"" 200 a year after its release, on the strength of ""Sweet Child o' Mine"", the band's only single to reach number one on the ""Billboard"" Hot 100.",[CLS],0.0
360,339,amuro mad,NO_Q,NO_Q,"The NFL on CBS is the branding used for broadcasts of National Football League (NFL) games that are produced by CBS Sports, the sports division of the CBS television network in the United States.",NO_Q,-1.0
361,340,"Love has drawn public attention for her uninhibited live performances and confrontational lyrics, as",Love,a singer,"Love has drawn public attention for her uninhibited live performances and confrontational lyrics, as well as her highly publicized personal life following her marriage to Kurt Cobain.",love,1.0
362,341,gildas makes an allegorical condemnation of 5 british kings by likening,NO_Q,NO_Q,"Users can apply various digital filters to their images, and add locations through geotags.",NO_Q,-1.0
363,342,"no, it is a privately owned company.",NO_Q,NO_Q,"Discovery Channel (known as The Discovery Channel from 1985 to 1995, and often referred to as simply Discovery) is an American basic cable and satellite television channel (which is also delivered via IPTV, terrestrial television and internet television in other parts of the world) that is the flagship television property of Discovery Communications, a publicly traded company run by CEO David Zaslav.",NO_Q,-1.0
