,episode_idx,topic,round,message,response,knowledge,gold,Q2
237,237,Ireland,3,Yes! Is there many mountains there? ,The Palestinian Authority declared three days of mourning and closed Palestinian schools. Hamas official I,"The island has lush vegetation, a product of its mild but changeable climate which is free of extremes in temperature.",The geography is mostly low lying mountains which surround a central plain and many rivers extending inland.,0.0
238,238,The Walking Dead (TV series),3,"They fil it in Semoia, GA. That is correct.",The band went independent.,"Beginning with its third season, ""The Walking Dead"" has attracted the most 18- to 49-year-old viewers of any cable or broadcast television series.","Cool! It has been on since 2010. Still currently on, but I really think it should have ended a while ago.",0.0
239,239,Goldendoodle,4,"Ah, I see. Are they typically friendly? Would you recommend a Goldendoodle to someone who's not particularly good with dogs?","Advani made his international competitive debut at the Asian Billiards Championship 2002, held at Bangalore","The Goldendoodle is a cross-breed dog, which is obtained by breeding a Golden Retriever with a Poodle.","the Goldendoodle is a super friendly dog breed, Goldens are the nicest dogs ever",0.0
240,240,Skiing,3,"Cool, what are some of the different kinds?","Carson attended the predominantly black Southwestern High School for ninth through 12th grades, graduating in",The biathlon is a winter sport that combines cross-country skiing and rifle shooting.,Well slolum sking as well as the biathalon are two skiing events that I really like!,0.0
241,241,Nickelback,3,"They make solid music, but their marketing has led them to be laughed at. Not quite sure how it happened, but a lot of people poke fun at them.","Petty joined George Harrison's group, the Traveling Wilburys, which also included","The band achieved commercial success with the release of their 2000 album ""The State"" and then they achieved mainstream success with the release of their 2001 album ""Silver Side Up"".","Dad, I really liked their song ""How you remind me"" that was listed as best selling song of the decade, what about you?",0.0
242,242,Bodybuilding supplement,3,Does it smells and taste good. Maybe I could give it a trial. I am trying to gain muscles here,V2 record deal,Sustainable sanitation is a sanitation system designed to meet certain criteria and to work well over the long-term.,I'm not sure? I do know it is put through a vigorous sanitation process.  It has to meet certain purity and functional aspects to be considered food grade.,0.0
243,243,Medical billing,4,Do you have to memorize a whole bunch of medical codes or do you have handy reference sheets?,"Brakhage was born Robert Sanders in Kansas City, Missouri on January 14, 1933, and was","Those seeking advancement may be cross-trained in medical coding or transcription or auditing, and may earn a bachelor's or graduate degree in medical information science and technology.",Most of it's handled by the computer now. Medical billers are encouraged but not required to become certified. Most that do know a lot of the codes.,0.0
244,244,Green,4,"I see, is green associated with anything",The color green is associated with money.,It is evoked by light which has a dominant wavelength of roughly 495570 nm.,In the Middle Ages green was associated with merchants and bankers,0.0
246,246,Green,4,That is very cool. I did not know.,"Barenboim was born in 1942 in Buenos Aires, Argentina, to",It also has a long historical tradition as the color of Ireland and of Gaelic culture.,In the middle ages green was the color of merchants and bankers while red was only worn my royalty.,0.0
247,247,Ireland,4,Sounds great! have you been?,"Day26 was founded on the Making the Band 4 Season 1 finale on August 26, 2007.","The island has lush vegetation, a product of its mild but changeable climate which is free of extremes in temperature.",Yes I went there last year and got to see relatively low-lying mountains surrounding a central plain,0.0
248,248,American football,3,Which teams are your favorite?,A.J. is later disinherited by his family and forced to move out of the man,"Considered to be one of the greatest quarterbacks of all time due to his numerous career achievements, he spent 14 seasons with the Colts and was a member of the Denver Broncos in his last four seasons.",I like the Colts because I'm originally from Indiana. ,0.0
249,249,Kendrick Lamar,4,"interesting, what else can you tell me about him?",Kendrick Lamar is an American rapper and songwriter. He began to gain recognition in,"He began to gain recognition in 2010, after his first retail release, ""Overly Dedicated"".","He was raised in Compton, California, Lamar embarked on his musical career as a teenager under the stage name K-Dot",0.3333333333333333
250,250,Dylan's Candy Bar,3,"I know, the candy is so tastey.",Before Hammer's successful music career (with his mainstream popularity lasting approximately between 1988 and 1998),"Dylan's Candy Bar is a chain of boutique candy shops and candy supplier currently located in New York City; East Hampton, New York; Los Angeles, Chicago and Miami Beach, as well as in wholesale venues around the globe.",Yes! And beautiful too. I almost feel bad eating them - like little works of art.,0.0
251,251,Elvis Presley,3,so you think he is dead?,"John Stossel has been criticized for his work, for what?","Presley was born in Tupelo, Mississippi, and relocated to Memphis, Tennessee, with his family when he was 13 years old.","Sure. I believe the ""King of Rock and Roll"" is dead. He is a huge cultural icon of the 20th century.",0.0
252,252,Auto racing,3,Don't Italian companies make better auto racing parts?,The Enoch,The event is held over Memorial Day weekend in late May.,"They might, and they also tend to build better roads, like the A1 motorway in romania, which will connect Bucharest with the Banat and Crisana regions.",0.0
253,253,Cheerleading,3,Cheerleading,"After the success of The Johnstown Flood, two new publishers offered him contracts, one to","Cheerleading originated in the United States, and remains predominantly in America, with an estimated 1.5 million participants in all-star cheerleading.",Cheerleading includes activities such as chanting mottoes and very intense physical activity.,0.0
254,254,Cheerleading,3,No it is quite hard and takes a lot of practice. I would stay after school a lot to work on it.,"Asada received additional training in Russia from Tatiana Tarasova, while Ar",no_passages_used,"I totally agree. Did you ever participate in competitions? If so, what was it like?",0.0
255,255,Elvis Presley,4,What was elvis's most popular songs?,"Elvis Presley was born in Tupelo, Mississippi, and then to Memphis.","With a series of successful network television appearances and chart-topping records, he became the leading figure of the newly popular sound of rock and roll.",Heartbreak Hotel was a number one hit in the USA,0.0
256,256,Bowling,3,"I like bowling every once in awhile, but I'm not very good. Do you know your best score for a round of bowling?",Russert: I don't know. I've never bowled,"Three consecutive strikes is a known as a ""turkey"".",If you get 12 strikes you can get a 300. Do you think you can ever get that?,0.0
257,257,Goldendoodle,3,"oh cool, i'm so curious to know more about this dog. my friend got one but i don't think i've ever seen one","Stanley Donen was born in Columbia, South Carolina to Mordecai Moses Donen,",Poodles are considered to be hypoallergenic.,The golden doodle was first bred by monica dickens in 1969,0.0
258,258,Accounting,3,"Thats insane to me, so long ago",The World at War,"Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.",Sometimes accounting is known as financial reporting.,0.0
259,259,Harry Potter,3,I saw a few of the films and enjoyed them. Did Rowling write all the books?,"No, she wrote some of them.",", the books have sold more than 500 million copies worldwide, making them the best-selling book series in history, and have been translated into seventy-three languages.",Yes she wrote all of them - and they have sold more than 400 million copies!,0.0
261,261,The Walking Dead (TV series),3,Yeah my favorite character is Daryl. I heard he will take over as leader in the next season.,"The members branched out to solo activities once again. Starting with Miryo, ","Andrew Lincoln plays the show's lead character, sheriff's deputy Rick Grimes, who awakens from a coma discovering a world overrun by zombies, commonly referred to as ""walkers"".",i liked glenn.... it was developed by Frank Darabont for AMC that is based on the comic book series of the same name by Robert Kirkman.,0.0
263,263,Skiing,4,"It looks easy when I see people skiing on TV but, knowing me I would be the first to fall right of the bat! Have you actually skied before?",Black Sabbath: The Dio Years,"Skiing can be a means of transport, a recreational activity or a competitive winter sport in which the participant uses skis to glide on snow.",Yea wven with a long history of five millennia it still seems scary and dangerous to ski,0.0
264,264,Genghis Khan,4,I have never been to Asia.  Although I think it would be an amazing place to visit.,Rex Ryan,"By the end of his life, the Mongol Empire occupied a substantial portion of Central Asia and China.","So after creating the empire, he began massive invasions that conquered a large part of Eurasia.",0.0
265,265,Green,4,Yes. Do you like the color green? Or do you have a different favorite color?,Borlaug's programs often faced opposition by people who consider genetic crossbreed,"In the Middle Ages and Renaissance, green was the color commonly associated with merchants, bankers and the gentry, while red was reserved for the nobility.",I do like green but pink is my favorite.  do you like the emerald which is obviously green in color?,0.0
266,266,Chihuahua (dog),4,It's amazing how humans domesticated and bred dogs down to create the dogs we have today. Early dogs were bread to ease everyday task. ,"Elgar gradually built up a reputation as a composer, chiefly of works for the","Wolf hunting is the practice of hunting gray wolves ""(Canis lupus)"" or other species of wolves.","Yeah, while the origins of dogs are not really clear, it is clear humans had a role in that process, which amazes me, as we have created so many different and varying breeds of dogs",0.0
267,267,Skiing,3,"I love it, especially in the winter.",Mayday,"It comes from the Old Norse word ""skíð"" which means ""split piece of wood or firewood"".","It's not just for recreeation, it is also done for competition and for transporting activities.",0.0
268,268,Bowling,4,Are you supposed to hit them all at once? That would be quite difficult to do.,Holland Smith,"While professional ten-pin bowling tournaments are held in numerous countries, the sport is commonly played as a hobby by millions of people around the world.","Yes, you want to hit all the pins down, when you do this, it is called a strike. ",0.0
269,269,John Grisham,3,Tell me about some of his thrillers,"John grisham is a bestselling writer, attorney and politician. He's best known",He practiced criminal law for about a decade and served in the House of Representatives in Mississippi from January 1984 to September 1990.,"His very first  novel, ""A Time to Kill"" was published in June of 1989, 4 years after he started writing it.",0.0
270,270,Hunting,4,"It is hard to do it without one, that is for sure, try to use a stick one day!",Thompson has heavily criticized a number of video games and campaigned against their producers and,"However, excessive hunting has also heavily contributed to the endangerment, extirpation and extinction of many animals.",yea thats true but some people also hunt as a means of pest control,0.0
271,271,Blog,4,Fun! Do you write in it every day? It is about health food or just cooking or nutrition? ,He doesn't want to do anything that complicates it for the next mayor.,The emergence and growth of blogs in the late 1990s coincided with the advent of web publishing tools that facilitated the posting of content by non-technical users who did not have much experience with HTML or computer programming.,"Yes, it sometimes gets exhausting, so i'm thinking about starting a multi-author blog. That is where the content is written by multiple authors. It's mainly reviews of food I have tried.",0.0
272,272,Accounting,4," The Panama Papers caused major scandal worldwide, didnt it?",The Panama Papers are 11.5 million leaked documents that contained financial and attorney–client information,"The documents, some dating back to the 1970s, were created by, and taken from, Panamanian law firm and corporate service provider Mossack Fonseca, and were leaked in 2015 by an anonymous source.",Yes they did. The documents contain personal financial information about wealthy individuals and public officials that had previously been kept private,0.0
273,273,Hot dog,4,LOL! What other quick meals do you like? For example grilled cheese with chips?,"Stig Anderson still thought Gardestad had some international potential, and he and","""Grilled Cheesus"" is the third episode of the second season of the American television series ""Glee"", and the twenty-fifth episode overall.",i love buter on my grilled cheese!,0.0
274,274,Accounting,3,"Yes, there are many tax firms in the United States. Accountants take on the task of the measurement, disclosure or provision of assurance about financial information that helps others make financial decisions.",Peter Cetera left Chicago in the summer of 1985.,no_passages_used,Modern Accounting field was established by the Italian mathematician Luca Pacioli in 1494.,0.0
275,275,American football,4,Sounds interesting. How many players are on the offense?,Nixon used the improving international environment to address the topic of nuclear peace. Following the announcement of his,"During a play, each team should have no more than 11 players on the field, and each of them has specific tasks assigned for that specific play.","Similar to a soccer team, 11 players. They have to go atleast ten yards from where the ball starts to get a first down.",0.0
276,276,Green,3,Makes sense since both those colors make green.,The host conducts an interview with a celebrity guest. Guests come from a wide,Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage.,The largest contributor to green in nature is chlorophyll.,0.0
277,277,Genghis Khan,4,I don't know much about Genghis Khan. I didn't know he had the largest empire in history! What was he like?,"Louis Jordan was born on July 8, 1908, in Brinkley, Arkansas, where his",Before Genghis Khan died he assigned Ögedei Khan as his successor.,Well he was a tough guy but a dreamer he came to power by uniting many of the nomadic tribes in northeast asia!,0.0
278,278,Elvis Presley,4,"yep the King of Rock, You know some of his movies were cheesy but I do enjoy watching them",The modern English noun Greek (Old English Grecas or Crecas) is ,no_passages_used,"I don't think I've ever seen one.  I love how Forrest Gump inspires Elvis to make his signature move, though.",0.0
279,279,American football,4,"That's my favorite part of watching the Super Bowl actually. That, and the food.","On June 28, 2013, the day of the NBA draft, the Boston Celtics and the Brooklyn Net","On 20 July 1969, an estimated 530 million people watched the live global broadcast of the first ever humans walk on the surface of the moon (this constituted around 14% of total population of the world at the time), despite the fact that the first moonwalk took place in the middle of the night in Europe (at 02:56 in Ireland, Portugal and the United Kingdom and 03:56 in France, Germany, Italy, the Netherlands and Spain) and it was not broadcast in the Eastern Bloc except Socialist Republic of Romania and Polish People's Republic.",Yeah in 2015 Nielsen estimated 114.4 million viewers watched it just in the United States and thats not including the rest of the world!,0.0
280,280,American football,4,"Wow!  I didn't realize it had roots in the UK!  Pro football started here in America though, right?",Sid Caesar's television career began with an appearance on Milton Berle's Tex,"College football is American football played by teams of student athletes fielded by American universities, colleges, and military academies, or Canadian football played by teams of student athletes fielded by Canadian universities.","Well the first match of american football was played november 1869 between two college teams under rules of the association of football, so i can say america has been pretty serious about football for a while but i am not sure about pro football starting here.Canda has a professional football team as well.",0.0
281,281,Harry Potter,4,oh wow I wasn't aware of that,The Goo Goo Dolls marked their 20th anniversary with their new album Let Love,"Since the release of the first novel, ""Harry Potter and the Philosopher's Stone"", on 26 June 1997, the books have found immense popularity, critical acclaim, and commercial success worldwide.",Oh yes!  It was a big deal at the time that she would only agree to British Actors and not American ones,0.0
285,285,Green,3,"Im sure about it! in psychology symbolizes renewal and growth, so is a deep color!",Muddy Waters was recording with one of the most acclaimed blues groups in history,Pink is a pale red color that is named after a flower of the same name.,Painting goes back to pre-historic people. They used to paint cave walls.,0.0
286,286,Ireland,3,I didn't realize that Ireland was Island,Bruce appeared alongside Utsler on an episode of the weekly NWA Total Nonstop Action,"The island has lush vegetation, a product of its mild but changeable climate which is free of extremes in temperature.",It is indeed an island!  And it is the third-largest island in Europe!,0.0
287,287,Cheerleading,3,"I've been cheering for the last 5 years, the stunts are my favorite part of cheer.",Maroons wore Seminole clothing and ate the same foodstuff,"Cheer Athletics, located in Plano, TX (near Dallas, TX), Austin, TX, Frisco, TX and Charlotte, NC and Columbus, OH is one of the largest all-star cheerleading program in the United States, with over thousands of athletes competing on 80+ teams.",Have you been in any cheer competitions or do you normally cheer for sports teams?,0.0
288,288,Hot dog,3,I loved them grilled. They are best for a picnic.,"McCartney first used drugs in the Beatles' Hamburg days, when they often used Prel",Hot dog variants include the corn dog and pig in a blanket.,Everything tastes better when grilled :) I love my hot dogs with mustard and onions,0.0
289,289,Green,3,if I recall it is a secondary color since it is made up of two primary colors,Anthony played and started in 80 games during the 2005-06 season. He averaged 26.5,"Green is common in nature, especially in plants.","Yes, I also like green cause many creatures have adapted to their environments by turning green themselves.",0.0
290,290,Japanese language,4,"That is interesting, what is your job title?",The Aquabats formed in 1994.,"According to 2000 federal census data, it served a resident population of 5,759.",I will be a foreign language teacher in public school district in Tokyo.,0.0
291,291,Bowling,4,I'm not good enough to play competitively. I also play with my kids. They need the bumpers.,Pitbull,The objective is to score the highest pinfall by knocking down as many pins as possible.,Yeah it's fun for a quality time with family or friends. What happiness is it when you manage to knock over all the pins!,0.0
292,292,Drama school,4,Can one really be famous with just drama ? ,Gladiator formed the first villainous faction in FMW called Team Canada with Ricky Fuji,"Yes are an English rock band formed in London in 1968 by singer Jon Anderson, bassist Chris Squire, guitarist Peter Banks, keyboardist Tony Kaye, and drummer Bill Bruford.","Yes buddy, Its a great job. What you think about band. Do you like Yes band",0.0
293,293,"On-again, off-again relationship",3,"I don't know if I trust him anymore, but I still love him.",McPartlin married his longtime girlfriend and make-up artist Lisa Armstrong at Clive,no_passages_used,The relationship can be confusing.,0.0
294,294,Elvis Presley,3,He resembles confidence in many ways,"Nathan Christopher Charles Summers is the son of Scott Summers (aka Cyclops),","Accompanied by guitarist Scotty Moore and bassist Bill Black, Presley was a pioneer of rockabilly, an uptempo, backbeat-driven fusion of country music and rhythm and blues.",Indeed.  He is definitely regarded as one of the most significant cultural icons of the 20th century.  Sure thats why we call him the king!,0.0
295,295,Motivation,3,Yeah that makes sense. Do you know of any stragies to help me focus?,"Lee Ryan and Antony Costa met at the ages of 15 and 17 respectively, when audition","Motivation theories can be classified on a number of bases:  Motivation as a desire to perform an action is usually defined as having two parts, directional such as directed towards a positive stimulus or away from a negative one, as well as the activated ""seeking phase"" and consummatory ""liking phase"".","I have a few things that help me, and the biggest way is positive thinking. It helps me act in a certain way, or at least want to do that thing.",0.0
296,296,Green,4,Well blue is the color of the sky and water and I feel like it is a calming color.  Green is great also!,The Native Americans involved in the deerskin trade and white settlers,"In the Middle Ages and Renaissance, green was the color commonly associated with merchants, bankers and the gentry, while red was reserved for the nobility.",Yes this is true! I also like that green is the color of Ireland because I'm Irish. ,0.0
297,297,Green,3,"Yellow is for sure a color I dislike, maybe that's why my view on green changes so much.  You know anything else on it?","Lew Wallace's brigade, which was attached to Brig. Gen. Charles F","For this reason, the costume of the ""Mona Lisa"" by Leonardo da Vinci and the benches in the British House of Commons are green while those in the House of Lords are red.",Im not too sure. Many wild animals have adapted to their green environments by learning how to camoflauge themselves,0.0
298,298,The Walking Dead (TV series),3,Ya I actually used to only live like an hour from the set,"Bennett's choreography was motivated by the form of the musical involved, or the distinct characters","Voiced by:  Sheriff Woody Pride is a 1950s old traditional pull string cowboy doll, and Andy's favorite toy.","Oh thats nice!  What town around the ""New South"" did you live?",0.0
299,299,Bowling,4,"Oh my, I didn't realize there were so many different types of bowling games. What is the most popular bowling game?",Jack Benny Program,In regions of the United Kingdom and Ireland the game remains a popular indoor place game.,"Ten-pin is the most popular, and it is what you played on your bowling date. Most bowling games descend from a European lawn game called Skittles though!",0.0
300,300,Thierry Henry,4,Oh okay! I couldn't recall the name association football! Thierry Henry sounds like quite an amazing player! Is he still playing?,"Thierry Henry is a retired French professional footballer. He played for Monaco, Juventus,","Under long-time mentor and coach Arsène Wenger, Henry became a prolific striker and Arsenal's all-time leading scorer with 228 goals in all competitions.","No.. in fact, he's a French association football coach now! And he was--in both 2003 and 2004, he as the runner-up for FIFA World Player of the Year, so that gives you an idea of his skill. Also won two league titles and three FA Cups. Partly why I like him is I'm part French, and he represented us well at the international level, and is our leading goalscorer, too.",0.0
301,301,Skiing,3,Wow I had no idea people had been skiing for so long!,Cohan appeared in 1930 in a revival of his tribute to vaudeville and his,"The word ""ski"" is one of a handful of words Norway has exported to the international community.","It's a means of transport, a recreational activity and a competitive sport in the winter",0.0
303,303,American football,4,Ok in order to score what else ?,The name was changed because it was a musical.,"American football, referred to as football in the United States and Canada, and also known as gridiron football or simply gridiron, is a team sport played by two teams of eleven players on a rectangular field with goalposts at each end.",Well in American football the opposing sports teams try to get the ball from each other and tackle other players,0.0
304,304,List of national parks of the United States,3,I lived in Texas for a few years and unfortunately never went.  The scenery looked breathtaking though. ,"Winnie was tortured, subjected to house arrest, kept under surveillance, held in",no_passages_used,"I'm from Texas and only driven through, never actually stopped to admire. I know part of it is in Mexico as well.",0.0
306,306,Accounting,3,Not really. Mostly general accounting but I have worked in the legal industry doing that.,Dutt had given Qayyum's name to the police when confessing,"Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.",What did you do as a legal accountant?,0.0
307,307,Cardigan (sweater),3,I'm a fan of Jim Carey and his work. He has a lot of great work and is incredibly funny!,Young Talent Time,"From the mid-17th century to the 19th century, the uniform of most British soldiers (apart from artillery, rifles and light cavalry) included a madder red coat or coatee.","Yea he is one of the greats.  But about these cardigans, they are modelled after the knitted wool waistcoat that the Brits wore during the war.",0.0
310,310,Elvis Presley,3,"He was born in Tupelo, Miss, where I am from, but then moved to Memphis, Tenn. where he began his career singing",Leno had a contract for five years for the show. NBC repor Question,"Presley's first RCA single, ""Heartbreak Hotel"", was released in January 1956 and became a number one hit in the United States.","Yes he moved with his family when he was 13 years old, and his career began there at Sun Records with Sam Phillips!",0.0
311,311,Harry Potter,3,"I know they made movies, but I wonder if the movies are as good as the books.  The books didn't keep me interested, so I worry about the movies!","Levin pronounced ""almost daily"" that Obama ""was a failure, a","The main story arc concerns Harry's struggle against Lord Voldemort, a dark wizard who intends to become immortal, overthrow the wizard governing body known as the Ministry of Magic, and subjugate all wizards and muggles, a reference term that means non-magical people.","The novel talks about the  life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School of Witchcraft and Wizardry.The movies are also good",0.0
312,312,Bodybuilding supplement,3,a whey shake with water and one scoop of whey protein powder provides just 110 calories.,Pauling died in 1994.,A number of herbal concoctions and tonics have been used by strong men and athletes since ancient times across cultures to try to increase their strength and stamina.,I know athletes use a number of concoctions and tonics to boost performance,0.0
315,315,Kurt Cobain,4,When was Nirvana formed?,Kurt Cobain formed the band Nirvana with Krist Novose,"Born in Aberdeen, Washington, Cobain formed the band Nirvana with Krist Novoselic and Aaron Burckhard in 1987 and established it as part of the Seattle music scene which later became known as grunge.","In what year Nirvana was created, do you know it ?",0.738095238095238
316,316,Cheerleading,4,Are there any competitions where different teams cheer like in the movie bring it on or is that made up?,Eliminator,"Cheerleading originated in the United States, and remains predominantly in America, with an estimated 1.5 million participants in all-star cheerleading.","Yeah there are a lot of competitive routines, they often last one to three minutes.",0.0
317,317,Cycling,3,Yes it is! It really makes me feel alive. I love speeding down hills and seeing how fast I can go!,"Chiranjeevi started Praja Rajyam, a political party in the state","Mountain biking in British Columbia is a popular sport as well as a thriving manufacturing, service/retail and tourism industry.","Have you done freeriding? It's similar to mountain biking, but you mostly go downhill and work on jumping and tricks and such.",0.0
318,318,Online shopping,4,I havent been to either store in a long time. Im not really a huge fan of Walmart.,Wizard: I haven't been to either store in a long time. I',"When an online store is set up to enable businesses to buy from another businesses, the process is called business-to-business (B2B) online shopping.","well as of 2016, customers can shop online using a range of different computers and devices including desktop computers",0.0
319,319,The Walking Dead (TV series),4,Oh ive heard of it but never watched it,"Spirit remains silent at its location, called ""Troy,"" on the west side of Home Plate",Weird Tales is an American fantasy and horror fiction pulp magazine founded by J. C. Henneberger and J. M. Lansinger in March 1923.,"I like some of it, more so the earlier seasons. It's set in LA, and then later on in Mexico. It follows a family that can sometimes be dysfunctional.",0.0
320,320,Skiing,3,Oh really? What are the main things transported by skiing?,Dooku is the leader of the Separatists. In addition to sending Grievous and Ven,Skiing has a history of almost five millennia.,Just you as it is done in Australia which takes place in high country of he states,0.0
321,321,Accounting,3,"That's right!  I am called an accountant.  There are a lot of jobs in this field.  You can work in various fields, whether it's auditing, tax, bookkeeping, consulting and industry jobs.",McCullough was educated at Linden Avenue Grade School and Shady Side Academy,"In the United States, a tax is imposed on income by the federal government, most state governments, and many local governments.",So you can say that you are in one of the most ancients jobs! accounting can be traced to ancient civilizations!,0.0
322,322,Japanese language,3,"I know I homeschooled my daughter and she was very interested, we learned to speak some together",Jean Nicolet,"Japanese is an agglutinative, mora-timed language with simple phonotactics, a pure vowel system, phonemic vowel and consonant length, and a lexically significant pitch-accent.",Is it very difficult to learn as a second language?,0.0
323,323,Harry Potter,3,It glorifies witch craft ,J. K. Rowling,"The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School of Witchcraft and Wizardry.","of course it does, harry potter, the novel  chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley",0.0
324,324,Cardigan (sweater),4,What kind of material are they made from?,Jared Leto,A cardigan is a type of knitted garment (sweater) that has an open front.,When it comes to cardigan sweaters they use knitted cotton often,0.0
325,325,Harry Potter,3,What's your favorite book? I like the Goblet of Fire,Between the Buried and Me released their fourth studio album (fifth if including The,"Harry Potter and the Prisoner of Azkaban is a fantasy novel written by British author J. K. Rowling and the third novel in the ""Harry Potter"" series.","The Goblet of Fire is the fourth novel in the series, my favorite is the Prisoner of Azkaban.",0.0
326,326,Instagram,3,"Oh, I didn't realize that. What do you like about Instagram?",Lebanese Maronites are known to be specifically linked to the root of Le,"Instagram is a mobile, desktop, and Internet-based photo-sharing application and service that allows users to share pictures and videos either publicly, or privately to pre-approved followers.",I like that you can easily share photos without a clunky interface. It is basically a photo and video service. ,0.0
328,328,Green,4,True green is found all over nature.  Are you a plant enthusiast as well,"Culkin headed back into motion pictures in 2003 with Party Monster, in which he played",A botanist or plant scientist is a scientist who specialises in this field.,I actually am! I own many myself. I am always fascinated by the fact plants green because of chlorophyll and photosynthesis,0.0
329,329,Hunting,4,That sounds vicious.  Why would one practice killing or trapping animals?,"The ""cock rock songs"" would be released on an album called Fuckin' A in","Lawful hunting is distinguished from poaching, which is the illegal killing, trapping or capture of the hunted species.","Hunting wildlife or feral animals is most commonly done by humans for food, recreation.",0.0
330,330,Online shopping,3,"Absolutely, a lot of times I can find it cheaper on amazon too, especially with prime.",Miklos' departure is not an album.,"Black Friday is an informal name for the day following Thanksgiving Day in the United States, the fourth Thursday of November, which has been regarded as the beginning of the country's Christmas shopping season since 1952.",Absolutely I love prime and being able to buy whatever I want from the largest internet retailer in the world,0.0
331,331,The Walking Dead (TV series),4,What happens when he awakes? What does he do?,McEntire would be the inaugural signing for Big Machine's new imprint Nash I,The storyline of the game dictates that players begin as Humans and try to survive a Zombie invasion.,"who awakens from a coma discovering a world overrun by zombies, they struggle to survive the territory infested with zombies",0.0
333,333,Cheerleading,3,Did it? That's really cool!,Beveridge briefly served as Member of Parliament (MP) for the constituency of Berwick,Cheerleading began during the late 18th century with the rebellion of male students.,"Yes, and apparently it's very popular with over a million people doing it.",0.0
334,334,Discovery Channel,3,did they change it to something else?,Eileen J. Garrett made contact with the spirit of Herbert Carmichael,", Discovery Channel is the third most widely distributed cable channel in the United States, behind TBS and The Weather Channel; it is available in 409 million households worldwide, through its U.S. flagship channel and its various owned or licensed television channels internationally.",It is now simply known as Discovery sometimes,0.0
337,337,Dylan's Candy Bar,3,Who founded it?,Dylan Lauren,"It is owned by Dylan Lauren, daughter of fashion designer Ralph Lauren.",It is owned Dylan Lauren,0.0
338,338,Guns N' Roses,4,oh!1what type of music you love????,"Nguyen independently released her first single ""I Love U"" through iTunes on February","Guns N' Roses' debut album, ""Appetite for Destruction"" (1987), reached number one on the ""Billboard"" 200 a year after its release, on the strength of ""Sweet Child o' Mine"", the band's only single to reach number one on the ""Billboard"" Hot 100.",Guns and Roses sold more than a hundred million albums world wide,0.0
339,339,American football,3,"Which do you think is the more rougher, rugby or American football?","Paul married her in a Roman Catholic ceremony on February 26, 1952.","The NFL on CBS is the branding used for broadcasts of National Football League (NFL) games that are produced by CBS Sports, the sports division of the CBS television network in the United States.","I definetely think rugby is rougher, especially because even if a player is tackled tot he ground they can pick up the ball and keep the play going, in american football the play ends",0.0
340,340,Kurt Cobain,4,So sad.  He was a really good artist.  What was his reason for committing suicide?,Kurt Cobain shot himself with a shotgun.,"Love has drawn public attention for her uninhibited live performances and confrontational lyrics, as well as her highly publicized personal life following her marriage to Kurt Cobain.","It is a mystery, but prior to his death he was checked out of a rehab center so that must have not helped",0.0
341,341,Instagram,3,"No I don't, please tell me.",Mark C,"Users can apply various digital filters to their images, and add locations through geotags.",it's actually owned by Facebook,0.0
342,342,Discovery Channel,3,Is it government owned?,"No, it is a privately owned company.","Discovery Channel (known as The Discovery Channel from 1985 to 1995, and often referred to as simply Discovery) is an American basic cable and satellite television channel (which is also delivered via IPTV, terrestrial television and internet television in other parts of the world) that is the flagship television property of Discovery Communications, a publicly traded company run by CEO David Zaslav.","No actually,  it is television property of Discovery Communications, a publicly traded company",0.3333333333333333
343,343,American football,4,"I don't have any favorite, I just watch as a neutral. I see, do you find it very interesting?",Scarlet's Walk,"The first match of American football was played on November 6, 1869, between two college teams, Rutgers and Princeton, under rules based on the association football rules of the time.",Its a huge spectacle and I like that fact because its like watching a huge event. Watching to see witch team ends up with the most points in the end to win the game,0.0
344,344,Cheerleading,4,"Really, that is awesome, Are there any popular cheerleading teams or squads?","Mondrian was visiting the Netherlands in 1914, World War I began, forcing him to remain",The Dallas Cowboys Cheerleaders are widely regarded as one of the best cheerleading squads in the NFL.,"There are many different ones. Cheerleading gained popularity after the global presentation led by the 1997 broadcast of ESPNs International Cheer competition and the release of the movie ""Bring it On"" in 2000.",0.0
345,345,Gymnastics,3,Yes It helps me stay in really good shape.,McConnell as the guitarist,"Alertness, precision, daring, self-confidence and self-discipline are mental traits that can also be developed through gymnastics.","Oh yeah, the movement involved give a lot of exercise to the arms, legs, shoulderss and back. A total body workout!  ",0.0
346,346,Broken heart,3,I guess it is an age old problem. It seems to come from being rejected by someone you wanted to be with.,The Kinks,no_passages_used,"True, I don't think humans have changed that much... We still hurt and get hurt. There is a syndrome called  'broken heart syndrome', including physical damage to the heart.",0.0
