,id,response,cand,question,knowledge,knowledge_ans,score
523,209,Hooper played in 81 games and hit.282,81,How many games did Hooper play?,"Presley was born in Tupelo, Mississippi, and relocated to Memphis, Tennessee, with his family when he was 13 years old.",[CLS],0.0
524,209,Hooper played in 81 games and hit.282,Hooper,Who played in 81 games?,"Presley was born in Tupelo, Mississippi, and relocated to Memphis, Tennessee, with his family when he was 13 years old.",[CLS],0.0
525,210,Boone toured the United States in a production of the stage adaptation of the film Seven,the United States,Where did Boone tour in a production of Seven?,"It is also not considered hunting to pursue animals without intent to kill them, as in wildlife photography, birdwatching, or scientific research activities which involve tranquilizing or tagging of animals or birds.",[CLS],0.0
526,210,Boone toured the United States in a production of the stage adaptation of the film Seven,Boone,Who toured the United States in a production of Seven?,"It is also not considered hunting to pursue animals without intent to kill them, as in wildlife photography, birdwatching, or scientific research activities which involve tranquilizing or tagging of animals or birds.",[CLS],0.0
527,211,"Hunter's first film for Warners was The Sea Chase (1955), supporting John Wayne and",Warners,Who produced The Sea Chase?,"By contrast, a pullover does not open in front but must be ""pulled over"" the head to be worn.",[CLS],0.0
528,211,"Hunter's first film for Warners was The Sea Chase (1955), supporting John Wayne and",The Sea Chase,What was Hunter's first film for Warners?,"By contrast, a pullover does not open in front but must be ""pulled over"" the head to be worn.",[CLS],0.0
529,211,"Hunter's first film for Warners was The Sea Chase (1955), supporting John Wayne and",1955,When was The Sea Chase released?,"By contrast, a pullover does not open in front but must be ""pulled over"" the head to be worn.",[CLS],0.0
530,211,"Hunter's first film for Warners was The Sea Chase (1955), supporting John Wayne and",John Wayne,Who did Hunter support in The Sea Chase?,"By contrast, a pullover does not open in front but must be ""pulled over"" the head to be worn.",[CLS],0.0
531,212,"no, i do not hunt. i am an animal lover and could not do that. do",NO_Q,NO_Q,Hunting can also be a means of pest control.,NO_Q,-1.0
532,213,Wizard: I love post-apocalyptic horror television series such as The Walking,The Walking,What is an example of a post-apocalyptic series?,"""The Walking Dead"" premiered in the United States on October 31, 2010, exclusively shown on cable television channel AMC and internationally on Fox International Channels.",[CLS],0.0
533,214,"The album has been to date the band's most commercially successful album, debuting at",The album,What has been the band's most successful album to date?,"In modern times, it is mainly a competitive sport and recreational activity.",[CLS],0.0
534,214,"The album has been to date the band's most commercially successful album, debuting at",the band's most commercially successful album,The album has been what?,"In modern times, it is mainly a competitive sport and recreational activity.",[CLS],0.0
535,215,"Pavel Nedved played for Ruda Hvezda Cheb in 1985, playing",Pavel Nedved,Who played for Ruda Hvezda Cheb in 1985?,"In the 2010s, ""multi-author blogs"" (MABs) have developed, with posts written by large numbers of authors and sometimes professionally edited.",[CLS],0.0
536,215,"Pavel Nedved played for Ruda Hvezda Cheb in 1985, playing",Ruda Hvezda Cheb,Who did Pavel Nedved play for in 1985?,"In the 2010s, ""multi-author blogs"" (MABs) have developed, with posts written by large numbers of authors and sometimes professionally edited.",[CLS],0.0
537,215,"Pavel Nedved played for Ruda Hvezda Cheb in 1985, playing",1985,When did Pavel Nedved play for Ruda Hvezda Cheb?,"In the 2010s, ""multi-author blogs"" (MABs) have developed, with posts written by large numbers of authors and sometimes professionally edited.",[CLS],0.0
538,216,"Elvis Presley's first RCA single, ""Heartbreak Hotel"", was released in",RCA,What company released Elvis Presley's first single?,"Presley's first RCA single, ""Heartbreak Hotel"", was released in January 1956 and became a number one hit in the United States.",rca,1.0
539,216,"Elvis Presley's first RCA single, ""Heartbreak Hotel"", was released in",Heartbreak Hotel,What was Elvis Presley's first RCA single?,"Presley's first RCA single, ""Heartbreak Hotel"", was released in January 1956 and became a number one hit in the United States.","""heartbreak hotel"",",1.0
540,217,no,NO_Q,NO_Q,"It is a neutral or achromatic color, meaning literally that it is a color ""without color.""",NO_Q,-1.0
541,218,"Autumn released the acronym of her upcoming album, F.L.A.G.,",F.L.A.G.,What is the name of Autumn's upcoming album?,"These fellowships include pediatric neurosurgery, trauma/neurocritical care, functional and stereotactic surgery, surgical neuro-oncology, radiosurgery, neurovascular surgery, skull-base surgery, peripheral nerve and spine surgery.",[CLS],0.0
542,218,"Autumn released the acronym of her upcoming album, F.L.A.G.,",Autumn,What is the name of the artist who is releasing her album?,"These fellowships include pediatric neurosurgery, trauma/neurocritical care, functional and stereotactic surgery, surgical neuro-oncology, radiosurgery, neurovascular surgery, skull-base surgery, peripheral nerve and spine surgery.",[CLS],0.0
543,218,"Autumn released the acronym of her upcoming album, F.L.A.G.,",the acronym,What did Autumn release about her upcoming album?,"These fellowships include pediatric neurosurgery, trauma/neurocritical care, functional and stereotactic surgery, surgical neuro-oncology, radiosurgery, neurovascular surgery, skull-base surgery, peripheral nerve and spine surgery.",[CLS],0.0
544,219,no,NO_Q,NO_Q,"The band achieved commercial success with the release of their 2000 album ""The State"" and then they achieved mainstream success with the release of their 2001 album ""Silver Side Up"".",NO_Q,-1.0
545,220,Shah Rukh was cast as the lead; he gained six packs for a song,six,How many packs did Shah Rukh get for a song?,Early skiers used one long pole or spear.,[CLS],0.0
546,220,Shah Rukh was cast as the lead; he gained six packs for a song,Shah Rukh,Who was the lead singer of the song?,Early skiers used one long pole or spear.,[CLS],0.0
547,220,Shah Rukh was cast as the lead; he gained six packs for a song,the lead,What role did Shah Rukh play in the song?,Early skiers used one long pole or spear.,[CLS],0.0
548,220,Shah Rukh was cast as the lead; he gained six packs for a song,a song,What did Shah Rukh gain six packs for?,Early skiers used one long pole or spear.,[CLS],0.0
549,221,2005,NO_Q,NO_Q,"Sandow was born in Königsberg, Prussia (now Kaliningrad, Russia) on April 2, 1867 to a German father and a Russian mother.",NO_Q,-1.0
550,222,no,NO_Q,NO_Q,"Three consecutive strikes is a known as a ""turkey"".",NO_Q,-1.0
551,223,"Noll's legacy includes providing opportunities for African Americans. Under Noll, Joe Gilli",Noll,Whose legacy includes providing opportunities for African Americans?,"Three consecutive strikes is a known as a ""turkey"".",[CLS],0.0
552,223,"Noll's legacy includes providing opportunities for African Americans. Under Noll, Joe Gilli",African Americans,Who did Noll provide opportunities for?,"Three consecutive strikes is a known as a ""turkey"".",[CLS],0.0
553,223,"Noll's legacy includes providing opportunities for African Americans. Under Noll, Joe Gilli",Noll,Whose legacy includes providing opportunities for African Americans?,"Three consecutive strikes is a known as a ""turkey"".",[CLS],0.0
554,223,"Noll's legacy includes providing opportunities for African Americans. Under Noll, Joe Gilli",Joe Gilli,Who was under Noll?,"Three consecutive strikes is a known as a ""turkey"".",[CLS],0.0
555,223,"Noll's legacy includes providing opportunities for African Americans. Under Noll, Joe Gilli",Noll's legacy,What includes providing opportunities for African Americans?,"Three consecutive strikes is a known as a ""turkey"".",[CLS],0.0
556,223,"Noll's legacy includes providing opportunities for African Americans. Under Noll, Joe Gilli",opportunities,What did Noll provide for African Americans?,"Three consecutive strikes is a known as a ""turkey"".",[CLS],0.0
557,224,"Tittle, in his 17th and final season, was photographed helmet-less, bloodied",Tittle,Who was photographed without a helmet?,"However, excessive hunting has also heavily contributed to the endangerment, extirpation and extinction of many animals.",[CLS],0.0
558,225,the chamber,NO_Q,NO_Q,"Eight of his other novels have also been adapted into films: ""The Chamber"", ""The Client"", ""A Painted House"", ""The Pelican Brief"", ""The Rainmaker"", ""The Runaway Jury"", ""Skipping Christmas"", and ""A Time to Kill"".",NO_Q,-1.0
559,226,"Bundchen travelled to London in 1997, where she auditioned for 42 shows.",London,Where did Bundchen audition for 42 shows?,It is evoked by light which has a dominant wavelength of roughly 495570 nm.,[CLS],0.0
560,226,"Bundchen travelled to London in 1997, where she auditioned for 42 shows.",1997,When did Bundchen travel to London?,It is evoked by light which has a dominant wavelength of roughly 495570 nm.,[CLS],0.0
561,226,"Bundchen travelled to London in 1997, where she auditioned for 42 shows.",42,How many shows did Bundchen audition for?,It is evoked by light which has a dominant wavelength of roughly 495570 nm.,[CLS],0.0
562,226,"Bundchen travelled to London in 1997, where she auditioned for 42 shows.",Bundchen,Who auditioned for 42 shows in London?,It is evoked by light which has a dominant wavelength of roughly 495570 nm.,[CLS],0.0
563,227,Flair signed with the World Wrestling Federation (WWF) in September 1991.,the World Wrestling Federation,Who did Flair sign with in 1991?,It is one of the major forms of throwing sports.,[CLS],0.0
564,227,Flair signed with the World Wrestling Federation (WWF) in September 1991.,September 1991,When did Flair sign with the WWF?,It is one of the major forms of throwing sports.,[CLS],0.0
565,227,Flair signed with the World Wrestling Federation (WWF) in September 1991.,Flair,Who signed with the WWF in 1991?,It is one of the major forms of throwing sports.,[CLS],0.0
566,228,Colbert studied with the intent of becoming a dramatic actor; mostly he began performing ,Colbert,Who studied with the intent of becoming a dramatic actor?,"There are now numerous different categories, each with different rules and regulations.",[CLS],0.0
567,228,Colbert studied with the intent of becoming a dramatic actor; mostly he began performing ,the intent,What did Colbert study with in order to become an actor?,"There are now numerous different categories, each with different rules and regulations.",[CLS],0.0
568,228,Colbert studied with the intent of becoming a dramatic actor; mostly he began performing ,a dramatic actor,What did Colbert want to become?,"There are now numerous different categories, each with different rules and regulations.",[CLS],0.0
569,229,Obree had built frames for his bike shop and made another for his record attempt. Instead,Obree,Who made a frame for his record attempt?,Online shopping malls are websites that enable a multi-vendor checkout system enabling retailers to sell in one portal and allow the consumer to check out with one single credit card transaction.,[CLS],0.0
570,229,Obree had built frames for his bike shop and made another for his record attempt. Instead,frames,What did Obree build for his bike shop?,Online shopping malls are websites that enable a multi-vendor checkout system enabling retailers to sell in one portal and allow the consumer to check out with one single credit card transaction.,[CLS],0.0
571,229,Obree had built frames for his bike shop and made another for his record attempt. Instead,his bike shop,What did Obree build frames for?,Online shopping malls are websites that enable a multi-vendor checkout system enabling retailers to sell in one portal and allow the consumer to check out with one single credit card transaction.,[CLS],0.0
572,230,"Cilic made it to the fourth round of the 2008 Australian Open, taking out a player",fourth,Cilic made it to what round of the 2008 Australian Open?,"Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.",[CLS],0.0
573,230,"Cilic made it to the fourth round of the 2008 Australian Open, taking out a player",Cilic,Who made it to the fourth round of the Australian Open?,"Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.",[CLS],0.0
574,230,"Cilic made it to the fourth round of the 2008 Australian Open, taking out a player",the 2008 Australian Open,Cilic made it to the fourth round of what tournament?,"Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.",[CLS],0.0
575,230,"Cilic made it to the fourth round of the 2008 Australian Open, taking out a player",a player,Who did Cilic take out?,"Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.",[CLS],0.0
576,231,"Lea was born at Medical Center Manila in Ermita, Manila, to Feliciano",Lea,What was the name of the baby who was born in Ermita?,"However, in the next election of Donald Trump as president, he campaigned to repeal and replace Obamacare and came up with a seven-point plan for healthcare reform.",[CLS],0.0
577,231,"Lea was born at Medical Center Manila in Ermita, Manila, to Feliciano",Medical Center Manila,Where was Lea born?,"However, in the next election of Donald Trump as president, he campaigned to repeal and replace Obamacare and came up with a seven-point plan for healthcare reform.",[CLS],0.0
578,231,"Lea was born at Medical Center Manila in Ermita, Manila, to Feliciano",Manila,In what city was Lea born?,"However, in the next election of Donald Trump as president, he campaigned to repeal and replace Obamacare and came up with a seven-point plan for healthcare reform.",[CLS],0.0
579,231,"Lea was born at Medical Center Manila in Ermita, Manila, to Feliciano",Feliciano,Who was Lea's father?,"However, in the next election of Donald Trump as president, he campaigned to repeal and replace Obamacare and came up with a seven-point plan for healthcare reform.",[CLS],0.0
580,232,Mbeki left London for Lusaka in April 1971 to take up the position of assistant,Lusaka,Where did Mbeki go to in 1971?,"A version for Android devices was released two years later, in April 2012, followed by a feature-limited website interface in November 2012, and apps for Windows 10 Mobile and Windows 10 in April 2016 and October 2016 respectively.",[CLS],0.0
581,232,Mbeki left London for Lusaka in April 1971 to take up the position of assistant,April 1971,When did Mbeki leave London for Lusaka?,"A version for Android devices was released two years later, in April 2012, followed by a feature-limited website interface in November 2012, and apps for Windows 10 Mobile and Windows 10 in April 2016 and October 2016 respectively.",[CLS],0.0
582,232,Mbeki left London for Lusaka in April 1971 to take up the position of assistant,Mbeki,Who took up the position of assistant?,"A version for Android devices was released two years later, in April 2012, followed by a feature-limited website interface in November 2012, and apps for Windows 10 Mobile and Windows 10 in April 2016 and October 2016 respectively.",[CLS],0.0
583,232,Mbeki left London for Lusaka in April 1971 to take up the position of assistant,April,What month did Mbeki leave London?,"A version for Android devices was released two years later, in April 2012, followed by a feature-limited website interface in November 2012, and apps for Windows 10 Mobile and Windows 10 in April 2016 and October 2016 respectively.",[CLS],0.0
584,232,Mbeki left London for Lusaka in April 1971 to take up the position of assistant,assistant,What position did Mbeki take after leaving London?,"A version for Android devices was released two years later, in April 2012, followed by a feature-limited website interface in November 2012, and apps for Windows 10 Mobile and Windows 10 in April 2016 and October 2016 respectively.",[CLS],0.0
585,233,She starred in Vidhu Vinod Chopra's love saga 1942,1942,In what year did she star in a love saga?,"The concept is cross-cultural, often cited with reference to a desired or lost lover, and dates back at least 3,000 years.",[CLS],0.0
586,233,She starred in Vidhu Vinod Chopra's love saga 1942,She,Who starred in Vidhu Vinod Chopra's love saga?,"The concept is cross-cultural, often cited with reference to a desired or lost lover, and dates back at least 3,000 years.",[CLS],0.0
587,234,webern,NO_Q,NO_Q,"Although modern skiing has evolved from beginnings in Scandinavia, it may have been practiced more than 100 centuries ago in what is now China, according to an interpretation of ancient paintings.",NO_Q,-1.0
588,235,"Cho released her second book, I Have Chosen to Stay and Fight, a",Cho,Who released her second book?,"The name, which alters ""poodle"" to ""doodle"" by analogy to ""Labradoodle"", was coined in 1992.",[CLS],0.0
589,235,"Cho released her second book, I Have Chosen to Stay and Fight, a",second,How many books did Cho release?,"The name, which alters ""poodle"" to ""doodle"" by analogy to ""Labradoodle"", was coined in 1992.",[CLS],0.0
590,236,The modern field was established by the Italian mathematician Luca Pacioli,Italian,What nationality was Pacioli?,The modern field was established by the Italian mathematician Luca Pacioli in 1494.,italian,1.0
591,236,The modern field was established by the Italian mathematician Luca Pacioli,Luca Pacioli,Who established the modern field of mathematics?,The modern field was established by the Italian mathematician Luca Pacioli in 1494.,luca pacioli,1.0
592,236,The modern field was established by the Italian mathematician Luca Pacioli,The modern field,What was established by Luca Pacioli?,The modern field was established by the Italian mathematician Luca Pacioli in 1494.,the modern field,1.0
593,237,The Palestinian Authority declared three days of mourning and closed Palestinian schools. Hamas official I,The Palestinian Authority,Who declared three days of mourning?,"The island has lush vegetation, a product of its mild but changeable climate which is free of extremes in temperature.",[CLS],0.0
594,237,The Palestinian Authority declared three days of mourning and closed Palestinian schools. Hamas official I,three days,How long did the Palestinian Authority declare mourning?,"The island has lush vegetation, a product of its mild but changeable climate which is free of extremes in temperature.",[CLS],0.0
595,237,The Palestinian Authority declared three days of mourning and closed Palestinian schools. Hamas official I,Palestinian,Whose schools were closed?,"The island has lush vegetation, a product of its mild but changeable climate which is free of extremes in temperature.",[CLS],0.0
596,237,The Palestinian Authority declared three days of mourning and closed Palestinian schools. Hamas official I,mourning,What did the Palestinian Authority declare three days of?,"The island has lush vegetation, a product of its mild but changeable climate which is free of extremes in temperature.",[CLS],0.0
597,237,The Palestinian Authority declared three days of mourning and closed Palestinian schools. Hamas official I,Palestinian schools,What did the Palestinian Authority close?,"The island has lush vegetation, a product of its mild but changeable climate which is free of extremes in temperature.",[CLS],0.0
598,238,The band went independent.,The band,Who went independent?,"Beginning with its third season, ""The Walking Dead"" has attracted the most 18- to 49-year-old viewers of any cable or broadcast television series.",[CLS],0.0
599,239,"Advani made his international competitive debut at the Asian Billiards Championship 2002, held at Bangalore",Advani,Who made his international competitive debut at the Asian Billiards Championship?,"The Goldendoodle is a cross-breed dog, which is obtained by breeding a Golden Retriever with a Poodle.",[CLS],0.0
600,239,"Advani made his international competitive debut at the Asian Billiards Championship 2002, held at Bangalore",the Asian Billiards Championship 2002,What event did Advani make his international debut at?,"The Goldendoodle is a cross-breed dog, which is obtained by breeding a Golden Retriever with a Poodle.",[CLS],0.0
601,239,"Advani made his international competitive debut at the Asian Billiards Championship 2002, held at Bangalore",Bangalore,Where was the Asian Billiards Championship held?,"The Goldendoodle is a cross-breed dog, which is obtained by breeding a Golden Retriever with a Poodle.",[CLS],0.0
602,240,"Carson attended the predominantly black Southwestern High School for ninth through 12th grades, graduating in",Carson,Who graduated from Southwestern High School?,The biathlon is a winter sport that combines cross-country skiing and rifle shooting.,[CLS],0.0
603,240,"Carson attended the predominantly black Southwestern High School for ninth through 12th grades, graduating in",Southwestern High School,What school did Carson attend?,The biathlon is a winter sport that combines cross-country skiing and rifle shooting.,[CLS],0.0
604,240,"Carson attended the predominantly black Southwestern High School for ninth through 12th grades, graduating in",ninth through 12th,What grades did Carson attend?,The biathlon is a winter sport that combines cross-country skiing and rifle shooting.,[CLS],0.0
605,241,"Petty joined George Harrison's group, the Traveling Wilburys, which also included",the Traveling Wilburys,What group did Petty join?,"The band achieved commercial success with the release of their 2000 album ""The State"" and then they achieved mainstream success with the release of their 2001 album ""Silver Side Up"".",[CLS],0.0
606,241,"Petty joined George Harrison's group, the Traveling Wilburys, which also included",Petty,"Who joined George Harrison's group, the Traveling Wilburys?","The band achieved commercial success with the release of their 2000 album ""The State"" and then they achieved mainstream success with the release of their 2001 album ""Silver Side Up"".",[CLS],0.0
607,242,V2 record deal,V2,What is the name of the record deal?,Sustainable sanitation is a sanitation system designed to meet certain criteria and to work well over the long-term.,[CLS],0.0
608,242,V2 record deal,V2 record deal,What is the name of the deal?,Sustainable sanitation is a sanitation system designed to meet certain criteria and to work well over the long-term.,[CLS],0.0
609,243,"Brakhage was born Robert Sanders in Kansas City, Missouri on January 14, 1933, and was",Robert Sanders,What was Brakhage's birth name?,"Those seeking advancement may be cross-trained in medical coding or transcription or auditing, and may earn a bachelor's or graduate degree in medical information science and technology.",[CLS],0.0
610,243,"Brakhage was born Robert Sanders in Kansas City, Missouri on January 14, 1933, and was",Kansas City,In what city was Brakhage born?,"Those seeking advancement may be cross-trained in medical coding or transcription or auditing, and may earn a bachelor's or graduate degree in medical information science and technology.",[CLS],0.0
611,243,"Brakhage was born Robert Sanders in Kansas City, Missouri on January 14, 1933, and was",Missouri,In what state was Brakhage born?,"Those seeking advancement may be cross-trained in medical coding or transcription or auditing, and may earn a bachelor's or graduate degree in medical information science and technology.",[CLS],0.0
612,243,"Brakhage was born Robert Sanders in Kansas City, Missouri on January 14, 1933, and was","January 14, 1933",When was Brakhage born?,"Those seeking advancement may be cross-trained in medical coding or transcription or auditing, and may earn a bachelor's or graduate degree in medical information science and technology.",[CLS],0.0
613,243,"Brakhage was born Robert Sanders in Kansas City, Missouri on January 14, 1933, and was",Brakhage,"Who was born in Kansas City, Missouri?","Those seeking advancement may be cross-trained in medical coding or transcription or auditing, and may earn a bachelor's or graduate degree in medical information science and technology.",[CLS],0.0
614,243,"Brakhage was born Robert Sanders in Kansas City, Missouri on January 14, 1933, and was",January,What month was Brakhage born?,"Those seeking advancement may be cross-trained in medical coding or transcription or auditing, and may earn a bachelor's or graduate degree in medical information science and technology.",[CLS],0.0
615,244,The color green is associated with money.,The color green,What is associated with money?,It is evoked by light which has a dominant wavelength of roughly 495570 nm.,[CLS],0.0
616,244,The color green is associated with money.,money,What is the color green associated with?,It is evoked by light which has a dominant wavelength of roughly 495570 nm.,light,0.0
617,245,frogs,NO_Q,NO_Q,"Frogs are widely distributed, ranging from the tropics to subarctic regions, but the greatest concentration of species diversity is in tropical rainforests.",NO_Q,-1.0
618,246,"Barenboim was born in 1942 in Buenos Aires, Argentina, to",1942,What year was Barenboim born?,It also has a long historical tradition as the color of Ireland and of Gaelic culture.,[CLS],0.0
619,246,"Barenboim was born in 1942 in Buenos Aires, Argentina, to",Buenos Aires,In what city was Barenboim born?,It also has a long historical tradition as the color of Ireland and of Gaelic culture.,[CLS],0.0
620,246,"Barenboim was born in 1942 in Buenos Aires, Argentina, to",Argentina,In what country was Barenboim born?,It also has a long historical tradition as the color of Ireland and of Gaelic culture.,[CLS],0.0
621,246,"Barenboim was born in 1942 in Buenos Aires, Argentina, to",Barenboim,Who was born in 1942?,It also has a long historical tradition as the color of Ireland and of Gaelic culture.,[CLS],0.0
622,247,"Day26 was founded on the Making the Band 4 Season 1 finale on August 26, 2007.","August 26, 2007",When was Day26 founded?,"The island has lush vegetation, a product of its mild but changeable climate which is free of extremes in temperature.",[CLS],0.0
623,247,"Day26 was founded on the Making the Band 4 Season 1 finale on August 26, 2007.",Day26,What was founded on the Making the Band 4 Season 1 finale?,"The island has lush vegetation, a product of its mild but changeable climate which is free of extremes in temperature.",[CLS],0.0
624,247,"Day26 was founded on the Making the Band 4 Season 1 finale on August 26, 2007.",the Band 4 Season 1 finale,Day26 was founded on what episode of American Idol?,"The island has lush vegetation, a product of its mild but changeable climate which is free of extremes in temperature.",[CLS],0.0
625,247,"Day26 was founded on the Making the Band 4 Season 1 finale on August 26, 2007.",August,What month was Day26 founded?,"The island has lush vegetation, a product of its mild but changeable climate which is free of extremes in temperature.",[CLS],0.0
626,248,A.J. is later disinherited by his family and forced to move out of the man,A.J.,Who is forced to move out of the man?,"Considered to be one of the greatest quarterbacks of all time due to his numerous career achievements, he spent 14 seasons with the Colts and was a member of the Denver Broncos in his last four seasons.",[CLS],0.0
627,248,A.J. is later disinherited by his family and forced to move out of the man,his family,Who disinherited A.J.?,"Considered to be one of the greatest quarterbacks of all time due to his numerous career achievements, he spent 14 seasons with the Colts and was a member of the Denver Broncos in his last four seasons.",[CLS],0.0
628,248,A.J. is later disinherited by his family and forced to move out of the man,the man,What is A.J. forced to move out of?,"Considered to be one of the greatest quarterbacks of all time due to his numerous career achievements, he spent 14 seasons with the Colts and was a member of the Denver Broncos in his last four seasons.",[CLS],0.0
629,249,Kendrick Lamar is an American rapper and songwriter. He began to gain recognition in,Kendrick Lamar,Who is an American rapper and songwriter?,"He began to gain recognition in 2010, after his first retail release, ""Overly Dedicated"".",[CLS],0.0
630,249,Kendrick Lamar is an American rapper and songwriter. He began to gain recognition in,American,What nationality is Kendrick Lamar?,"He began to gain recognition in 2010, after his first retail release, ""Overly Dedicated"".",[CLS],0.0
631,249,Kendrick Lamar is an American rapper and songwriter. He began to gain recognition in,recognition,What did Kendrick Lamar begin to gain?,"He began to gain recognition in 2010, after his first retail release, ""Overly Dedicated"".",recognition,1.0
632,250,Before Hammer's successful music career (with his mainstream popularity lasting approximately between 1988 and 1998),Hammer,Which artist had a successful music career?,"Dylan's Candy Bar is a chain of boutique candy shops and candy supplier currently located in New York City; East Hampton, New York; Los Angeles, Chicago and Miami Beach, as well as in wholesale venues around the globe.",,0.0
633,250,Before Hammer's successful music career (with his mainstream popularity lasting approximately between 1988 and 1998),Hammer's successful music career,Before what was Hammer's mainstream popularity?,"Dylan's Candy Bar is a chain of boutique candy shops and candy supplier currently located in New York City; East Hampton, New York; Los Angeles, Chicago and Miami Beach, as well as in wholesale venues around the globe.",[CLS],0.0
634,251,"John Stossel has been criticized for his work, for what?",John Stossel,Who has been criticized for his work?,"Presley was born in Tupelo, Mississippi, and relocated to Memphis, Tennessee, with his family when he was 13 years old.",[CLS],0.0
635,251,"John Stossel has been criticized for his work, for what?",his work,What has John Stossel been criticized for?,"Presley was born in Tupelo, Mississippi, and relocated to Memphis, Tennessee, with his family when he was 13 years old.",[CLS],0.0
636,252,The Enoch,The Enoch,What is the name of the king of Egypt?,The event is held over Memorial Day weekend in late May.,[CLS],0.0
637,253,"After the success of The Johnstown Flood, two new publishers offered him contracts, one to",two,How many new publishers offered Johnstown Flood a contract?,"Cheerleading originated in the United States, and remains predominantly in America, with an estimated 1.5 million participants in all-star cheerleading.",[CLS],0.0
638,253,"After the success of The Johnstown Flood, two new publishers offered him contracts, one to",The Johnstown Flood,After the success of what book did two publishers offer him a contract?,"Cheerleading originated in the United States, and remains predominantly in America, with an estimated 1.5 million participants in all-star cheerleading.",[CLS],0.0
639,253,"After the success of The Johnstown Flood, two new publishers offered him contracts, one to",two new publishers,Who offered him a contract after The Johnstown Flood?,"Cheerleading originated in the United States, and remains predominantly in America, with an estimated 1.5 million participants in all-star cheerleading.",[CLS],0.0
640,253,"After the success of The Johnstown Flood, two new publishers offered him contracts, one to",contracts,"After The Johnstown Flood, what did two new publishers offer him?","Cheerleading originated in the United States, and remains predominantly in America, with an estimated 1.5 million participants in all-star cheerleading.",[CLS],0.0
641,254,"Asada received additional training in Russia from Tatiana Tarasova, while Ar",Asada,Who received additional training from Tatiana Tarasova?,no_passages_used,[CLS],0.0
642,254,"Asada received additional training in Russia from Tatiana Tarasova, while Ar",Russia,Where did Asada receive additional training?,no_passages_used,[CLS],0.0
643,254,"Asada received additional training in Russia from Tatiana Tarasova, while Ar",additional training,What did Asada receive from Tatiana Tarasova?,no_passages_used,[CLS],0.0
644,254,"Asada received additional training in Russia from Tatiana Tarasova, while Ar",Tatiana Tarasova,Who trained Asada in Russia?,no_passages_used,[CLS],0.0
645,255,"Elvis Presley was born in Tupelo, Mississippi, and then to Memphis.",Elvis Presley,"Who was born in Tupelo, Mississippi?","With a series of successful network television appearances and chart-topping records, he became the leading figure of the newly popular sound of rock and roll.",[CLS],0.0
646,255,"Elvis Presley was born in Tupelo, Mississippi, and then to Memphis.",Tupelo,What city was Elvis Presley born?,"With a series of successful network television appearances and chart-topping records, he became the leading figure of the newly popular sound of rock and roll.",[CLS],0.0
647,255,"Elvis Presley was born in Tupelo, Mississippi, and then to Memphis.",Mississippi,In what state was Elvis born?,"With a series of successful network television appearances and chart-topping records, he became the leading figure of the newly popular sound of rock and roll.",[CLS],0.0
648,255,"Elvis Presley was born in Tupelo, Mississippi, and then to Memphis.",Memphis,Where did Elvis Presley move to?,"With a series of successful network television appearances and chart-topping records, he became the leading figure of the newly popular sound of rock and roll.",[CLS],0.0
649,256,Russert: I don't know. I've never bowled,Russert,What's the name of the bowler who's never bowled?,"Three consecutive strikes is a known as a ""turkey"".",[CLS],0.0
650,257,"Stanley Donen was born in Columbia, South Carolina to Mordecai Moses Donen,",Stanley Donen,"Who was born in Columbia, South Carolina?",Poodles are considered to be hypoallergenic.,[CLS],0.0
651,257,"Stanley Donen was born in Columbia, South Carolina to Mordecai Moses Donen,",Columbia,What city was Donen born?,Poodles are considered to be hypoallergenic.,[CLS],0.0
652,257,"Stanley Donen was born in Columbia, South Carolina to Mordecai Moses Donen,",South Carolina,What state was Stanley Donen born?,Poodles are considered to be hypoallergenic.,[CLS],0.0
653,257,"Stanley Donen was born in Columbia, South Carolina to Mordecai Moses Donen,",Mordecai Moses Donen,Who was Stanley Donen's parents?,Poodles are considered to be hypoallergenic.,[CLS],0.0
654,258,The World at War,War,What is the World at?,"Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.",[CLS],0.0
655,259,"No, she wrote some of them.",she,Who wrote some of the books?,", the books have sold more than 500 million copies worldwide, making them the best-selling book series in history, and have been translated into seventy-three languages.",[CLS],0.0
656,259,"No, she wrote some of them.",some,How many of them did she write?,", the books have sold more than 500 million copies worldwide, making them the best-selling book series in history, and have been translated into seventy-three languages.",[CLS],0.0
657,259,"No, she wrote some of them.",them,She wrote some of which?,", the books have sold more than 500 million copies worldwide, making them the best-selling book series in history, and have been translated into seventy-three languages.",[CLS],0.0
658,260,"no, i haven't tried this candy bar either.",NO_Q,NO_Q,"It is owned by Dylan Lauren, daughter of fashion designer Ralph Lauren.",NO_Q,-1.0
659,261,"The members branched out to solo activities once again. Starting with Miryo, ",Miryo,What was the first solo activity of the group?,"Andrew Lincoln plays the show's lead character, sheriff's deputy Rick Grimes, who awakens from a coma discovering a world overrun by zombies, commonly referred to as ""walkers"".",[CLS],0.0
